Waterbody,Treatment,Substrate,Date,Replicate,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Biomass
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,16,0.176680242
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,208,7.594899319
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Orthocladius (Symposiocladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,64,14.08412455
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,16,0.510527113
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,144,18.88265898
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,48,0.45159414
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,64,3.392
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,32,0.99853138
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,16,0.848
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Pisidium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,32,2.163983406
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,32,24.36219082
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Cleptelmis addenda,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,16,12.18109541
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,16,5.118724292
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,48,0.324144
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,80.8,21.41323892
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,0.8,39.48223048
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,32,3.855288669
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Juga,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Pleuroceridae,snails,32.8,76.34295816
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Sweltsa,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,128,178.7667487
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Calineuria californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,0.8,58.01764277
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,81.6,1202.443477
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,96.8,96.68825725
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Perlinodes aurea,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,0.8,106.7818798
South Fork McKenzie River,Phase 3,Benthic,2020-02-22,1,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,65.6,959.231327
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Amiocentrus aspilus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,8.536,0.222104658
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,349.976,102.8062695
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Glossosoma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,8.536,22.12423492
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,1.6,71.00574076
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,819.456,476.8345905
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,1.6,14.42703881
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Rhyacophila verrula,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8.536,3.522545692
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,76.824,14.0896676
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Wiedemannia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,8.536,1.572146105
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Polycelis,U,non-insect,Aquatic,Turbellaria,miscellaneous non-insect,Planariidae,flat worms,42.68,11.17265506
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,8.536,0.704066813
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1032.856,153.4423751
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,17.072,0.348123525
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,239.008,51.54599093
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,34.144,31.36989903
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,162.184,22.89479143
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,810.92,276.9877448
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,25.608,6.494695608
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,85.36,2.360117315
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,25.608,2.601705343
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,17.072,0.188517819
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Pagastia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,8.536,1.03688696
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Potthastia longimana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,8.536,0.094258909
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,34.144,3.111604874
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.536,0.272366215
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,34.144,0.555142943
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,170.72,8.889138303
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,51.216,6.943739738
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Oribatida,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.536,0.080308491
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,8.536,0.452408
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Pisidium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,8.536,0.379856935
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,25.608,0.172930824
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,51.216,14.95695782
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,8.536,1.450235822
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Juga,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Pleuroceridae,snails,0.8,145.6378332
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,8.536,0.673218973
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Sweltsa,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,25.608,30.62018292
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,35.744,210.4729327
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,136.576,180.8783331
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Skwala,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,1.6,115.8244648
South Fork McKenzie River,Phase 4,Benthic,2020-02-22,1,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,26.408,158.8678851
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,96,29.09328039
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,72,12.98440534
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,48,14.57900228
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Glossosoma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,24,1.529226521
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,120,121.9299783
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,24,3.040510523
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,24,7.459251495
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,49.6,33.24141201
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Rhyacophila narvae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,0.8,2.391801763
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,72,3.093633765
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Chelifera/Metachela,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,24,2.124984253
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,24,4.420279584
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,6000,491.5842203
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,432,5.941090945
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Attenella delantala,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,504,113.0962293
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Caudatella columbiella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,72,3.364757094
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,48,59.76008522
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,600,22.05665181
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,216,153.3787827
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Cinygma,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,24,0.791754107
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,2088,307.1566157
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Epeorus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,432,7.328370533
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,24,11.79527887
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Rhithrogena,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,120,464.8262882
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,192,14.34047496
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,48,2.292660848
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,24,7.032428374
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Cladotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,72,0.795061091
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Pagastia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,24,0.765790669
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,72,8.564009713
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,24,0.265020364
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Krenosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,72,4.017447758
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,120,1.825872124
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,120,15.06974863
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,24,1.625828544
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Thienemanniella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,48,1.030811033
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,120,9.481157909
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,24,1.272
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,72,17.2984367
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Narpus concolor,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,72,1.71210719
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,48,15.35617287
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,120,22.39202735
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,48,1.501452761
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Sweltsa,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,24,12.50601341
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,3.2,397.693908
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,96,562.4162418
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Isoperlinae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,48,77.63777143
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Perlinodes aurea,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,0.8,75.20886751
South Fork McKenzie River,Disturbed,Benthic,2020-02-23,1,Pteronarcys californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Pteronarcyidae,stoneflies,0.8,609.6559523
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,3.34,0.570146705
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Pedomoecus sierra,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Apataniidae,caddisflies,1.67,1.513825784
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,6.68,2.131670218
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,8.35,4.873848644
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,3.34,1.301779961
South Fork McKenzie River,Disturbed,Submerged Wood,2020-02-23,1,Hydatophylax hesperus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,3.34,115.6464168
