Waterbody,Treatment,Substrate,Date,Replicate,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Biomass
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Attenella delantala,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,51.2,39.442003
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,19.2,0.868814899
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,140.8,78.80309044
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Ephemerella tibialis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,12.8,0.13312
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Matriella teresa,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,19.2,0.629032133
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,179.2,126.1138076
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,83.2,21.59435251
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,19.2,0.479093787
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,35.264,2.546641661
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Cladotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,44.08,1.406502196
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,44.08,3.14386268
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Rheotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,8.816,0.281300439
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Stempellinella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,123.424,1.914760267
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,202.768,9.918844436
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Diamesa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,17.632,1.194442037
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Pagastia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,61.712,14.42348401
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,26.448,3.93544498
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.816,0.097350814
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,12.8,0.867108557
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Heterotrissocladius marcidus group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.816,1.070899185
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.816,0.281300439
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,193.952,9.533181247
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Parakiefferiella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.816,0.281300439
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,17.632,2.14179837
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,17.632,0.562600878
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,26.448,0.843901318
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.632,2.14179837
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Macropelopia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,17.632,15.0004772
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,440.8,45.55481698
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,25.6,0.519837656
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,19.2,1.0176
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,6.4,0.3392
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,134.4,27.51964954
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,12.8,0.814527298
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Narpus concolor,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,6.4,0.662339992
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Optioservus,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,19.2,0.966714604
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,147.2,30.02729832
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,32,0.216096
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,371.2,79.86006118
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,44.8,13.48917594
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,6.4,3.33493691
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,192,3.294984024
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,1.6,113.1114017
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Cultus,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,7.2,140.4838287
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Kogotus/Rickera,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,6.4,26.04323148
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Osobenus yakimae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,6.4,17.0658048
South Fork McKenzie River,Disturbed,Benthic,2020-05-04,1,Hydrophilidae,A,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Hydrophilidae,water scavenger beetles,6.4,6.991648759
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,6.4218,0.043540915
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Amiocentrus aspilus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,6.4218,0.167093685
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,6.4218,1.89884421
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,25.6872,12.62415465
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,12.8436,0.849526683
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Lepidostoma unicolor group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,32.109,22.49896851
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,12.8436,1.288674999
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Onocosmoecus unicolor,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,5.56,233.9019172
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Psychoglypha bella,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,2.78,20.57314275
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Psychoglypha subborealis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,6.4218,7.733735566
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Dicranota,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,19.2654,20.58160409
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Tipula,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,25.6872,0.947209814
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,6.4218,1.18275631
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,2.78,8.289637147
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Anafroptilum,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,19.2654,4.4276422
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,154.1232,23.13678998
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,385.308,54.84490468
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Labiobaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,12.8436,7.708186352
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6.4218,3.197765346
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,77.0616,147.5541072
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Cinygma,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,19.2654,54.80112003
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,19.2654,9.468365234
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,173.3886,112.7524648
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,102.7488,3.054057604
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Phaenopsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,6.4218,0.435031073
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,160.545,26.55666072
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Stempellinella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,51.3744,0.56730259
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,44.9526,1.530476088
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,25.6872,0.819625753
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,19.2654,0.212738471
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6.4218,0.204906438
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Heterotrissocladius marcidus group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,96.327,3.131865
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Limnophyes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,147.7014,3.77489278
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,19.2654,0.4807257
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,25.6872,2.200078252
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Rheocricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6.4218,0.78007037
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Thienemanniella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,6.4218,0.070912824
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,19.2654,0.346732086
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,12.8436,0.639937511
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Macropelopia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,12.8436,9.77351167
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,147.7014,26.04424512
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Atractides,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,6.4218,0.3403554
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,12.8436,0.6807108
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Pericomaini,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Psychodidae,moth flies,295.4028,5.544252225
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,32.109,10.56271994
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Dasyhelea,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,12.8436,0.308418671
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Pisidium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,25.6872,2.034077744
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Dytiscidae,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Dytiscidae,predaceous diving beetles,6.4218,1.20940108
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Cleptelmis addenda,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,6.4218,4.889034906
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,12.8436,2.194955428
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,211.9194,1.431091708
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,449.526,99.53246222
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Ephydridae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ephydridae,shore and brine flies,6.4218,0.309034668
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Lymnaeidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Lymnaeidae,snails,6.4218,5.946292728
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,25.6872,21.28155513
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,154.1232,2.644966051
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,6.4218,0.204295455
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Corixidae,A,insect,Aquatic,Arthropoda: Insecta,Hemiptera: Heteroptera,Corixidae,water boatman,6.4218,3.620509578
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,6.4218,0.043366415
South Fork McKenzie River,Flooded Forest,Benthic,2020-05-05,1,Hydrophilidae,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Hydrophilidae,water scavenger beetles,6.4218,0.371659115
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Amiocentrus aspilus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,1.67,0.043452997
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Stactobiella,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,5.01,0.088705151
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Clinocera,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,1.67,0.025318535
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Ameletus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ameletidae,mayflies,3.34,2.655171807
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Acentrella,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,3.34,0.0321308
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,50.1,11.57600208
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,5.01,1.16098789
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Drunella flavilinea,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,10.02,2.850792286
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.67,0.820754822
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Epeorus albertae group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5.01,0.298069056
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,3.34,15.81578475
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1.67,0.202858625
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1.67,0.202858625
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Rheotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,15.03,0.235659537
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Diamesa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,3.34,0.816236705
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.34,0.106572535
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Limnophyes,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.053286267
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,85.17,3.959790499
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.34,0.071727268
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Thienemanniella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.018441
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.053286267
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Oribatida,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,1.67,0.015711713
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,1.67,0.509569635
South Fork McKenzie River,Disturbed,Submerged Wood,2020-05-05,1,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,13.36,0.229275972
South Fork McKenzie River,Relic Channel,Benthic,2020-05-07,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,24,17.45499016
South Fork McKenzie River,Relic Channel,Benthic,2020-05-07,1,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,24,1.811969793
