"Treatment","Substrate","Date","Replicate","Taxon","Insect","Origin","Higher.classification","Order","Family","Common.name","Season","Biomass"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",5.600288114
"Relic Floodplain Channel","Submerged Wood",2019-07-11,1,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",18.07059874
"Disturbed","Submerged Wood",2019-07-10,2,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",6.229430032
"Disturbed","Submerged Wood",2019-07-10,2,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Summer19",1.349225915
"Disturbed","Submerged Wood",2019-07-10,2,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Summer19",0.38282275
"Disturbed","Submerged Wood",2019-07-10,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",0.060104865
"Disturbed","Submerged Wood",2019-07-10,2,"Tipuloidea","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Summer19",1.187610299
"Disturbed","Submerged Wood",2019-07-10,2,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",0.414806454
"Disturbed","Submerged Wood",2019-07-10,2,"Dolichopodidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies","Summer19",1.278585694
"Disturbed","Submerged Wood",2019-07-10,2,"Acentrella","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",0.393710257
"Disturbed","Submerged Wood",2019-07-10,2,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",69.14048862
"Disturbed","Submerged Wood",2019-07-10,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",32.85049935
"Disturbed","Submerged Wood",2019-07-10,2,"Attenella margarita","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.315286913
"Disturbed","Submerged Wood",2019-07-10,2,"Caudatella","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.02287733
"Disturbed","Submerged Wood",2019-07-10,2,"Drunella coloradensis/flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",3.542916619
"Disturbed","Submerged Wood",2019-07-10,2,"Serratella micheneri","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",13.53896202
"Disturbed","Submerged Wood",2019-07-10,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",0.393167567
"Disturbed","Submerged Wood",2019-07-10,2,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",1.292102169
"Disturbed","Submerged Wood",2019-07-10,2,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.195602755
"Disturbed","Submerged Wood",2019-07-10,2,"Paratanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.092131956
"Disturbed","Submerged Wood",2019-07-10,2,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.195602755
"Disturbed","Submerged Wood",2019-07-10,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",1.699007974
"Disturbed","Submerged Wood",2019-07-10,2,"Potthastia gaedii group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",1.199970213
"Disturbed","Submerged Wood",2019-07-10,2,"Potthastia longimana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",0.124016446
"Disturbed","Submerged Wood",2019-07-10,2,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.03188449
"Disturbed","Submerged Wood",2019-07-10,2,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.03188449
"Disturbed","Submerged Wood",2019-07-10,2,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.570729286
"Disturbed","Submerged Wood",2019-07-10,2,"Eukiefferiella claripennis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.124016446
"Disturbed","Submerged Wood",2019-07-10,2,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.400412315
"Disturbed","Submerged Wood",2019-07-10,2,"Eukiefferiella pseudomontana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.127537958
"Disturbed","Submerged Wood",2019-07-10,2,"Limnophyes","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.823502314
"Disturbed","Submerged Wood",2019-07-10,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",24.74854275
"Disturbed","Submerged Wood",2019-07-10,2,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.092131956
"Disturbed","Submerged Wood",2019-07-10,2,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.631421071
"Disturbed","Submerged Wood",2019-07-10,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",4.409780689
"Disturbed","Submerged Wood",2019-07-10,2,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0.1177183
"Disturbed","Submerged Wood",2019-07-10,2,"Dasyhelea","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Summer19",0.250981525
"Disturbed","Submerged Wood",2019-07-10,2,"Forcipomyiinae","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Summer19",0.030743349
"Disturbed","Submerged Wood",2019-07-10,2,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",2.756270777
"Disturbed","Submerged Wood",2019-07-10,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",1.421149816
"Disturbed","Submerged Wood",2019-07-10,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",15.01212651
"Disturbed","Submerged Wood",2019-07-10,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",6.540813351
"Disturbed","Submerged Wood",2019-07-10,2,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",0.03811713
"Disturbed","Submerged Wood",2019-07-10,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",0.519798951
"Disturbed","Submerged Wood",2019-07-10,2,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",0.132332469
"Disturbed","Submerged Wood",2019-07-10,2,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",13.53647244
"Disturbed","Submerged Wood",2019-07-10,2,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",0.828239996
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",5.477388084
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Summer19",11.57861144
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",19.60709716
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Dicosmoecus gilvipes","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",168.2536536
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",6.788775935
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",0.481633866
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",0.307577788
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",10.12057594
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",11.43997197
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Drunella coloradensis/flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.075568796
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Drunella grandis/spinifera","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",57.42321413
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Ephemerella tibialis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",3.639908916
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Epeorus longimanus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",3.833012441
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Summer19",0.091977413
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",0.739830914
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",12.16033747
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.104014794
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",7.640007776
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.360832159
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.312044382
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Eukiefferiella claripennis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.42003488
