"Taxon","Treatment","Season","Replicate","Substrate","Date","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass"
"Ablabesmyia","Phase 3","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 3","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 3","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 3","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 3","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Phase 4","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ablabesmyia","Relic Channel","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Spring20","1","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.187761268
"Acentrella","Disturbed","Spring20","2","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Spring20","3","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Spring20","4","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.23088
"Acentrella","Disturbed","Spring20","5","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Summer19","1","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Summer19","2","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Summer19","3","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Summer19","4","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.58192077
"Acentrella","Disturbed","Summer19","5","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Disturbed","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Flooded Forest","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Spring20","1","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 3","Spring20","2","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 3","Spring20","3","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",2.368316652
"Acentrella","Phase 3","Spring20","4","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",28.94899072
"Acentrella","Phase 3","Spring20","5","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 3","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 3","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Spring20","1","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Spring20","2","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Spring20","3","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Spring20","4","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.63912057
"Acentrella","Phase 4","Spring20","5","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Summer19","1","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Summer19","2","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Summer19","3","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Summer19","4","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Acentrella","Phase 4","Summer19","5","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.369408
"Acentrella","Phase 4","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Phase 4","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acentrella","Relic Channel","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Disturbed","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Flooded Forest","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Spring20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Spring20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Afghanurus criddlei","Phase 3","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
