Waterbody,Treatment,Substrate,Date,Replicate,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Biomass
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Ephemerella tibialis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,26.64,1.970073583
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,559.44,196.5875542
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,106.56,3.387145141
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Microtendipes pedellus group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,90.3984,3.561035748
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Paracladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,135.5976,5.946350033
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Phaenopsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,2259.96,454.5786023
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,1310.7768,64.23155348
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,1039.5816,48.55711144
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,45.1992,5.490447644
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Stempellinella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,45.1992,0.235089958
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,316.3944,12.93413623
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,271.1952,2.994677105
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Heterotrissocladius marcidus group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,45.1992,1.442213567
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Krenosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,180.7968,4.825753553
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,45.1992,1.442213567
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,497.1912,37.72522896
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,45.1992,18.78407221
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Rheocricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,180.7968,8.065172214
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Smittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,45.1992,5.490447644
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,994.3824,29.04302074
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Macropelopia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,90.3984,26.48834471
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Paramerina,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,271.1952,4.880878538
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,723.1872,92.1296506
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,26.64,0.250634748
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,79.92,4.23576
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,26.64,0.250634748
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Forcipomyiinae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,26.64,1.468176373
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,26.64,10.66833526
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Cleptelmis addenda,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,26.64,10.66833526
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,106.56,32.90797585
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,1278.72,8.63519616
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,401.82,85.14808222
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,1651.68,188.5251925
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,26.64,1084.173923
South Fork McKenzie River,Flooded Forest,Benthic,2019-07-09,1,Chydoridae,U,non-insect,Aquatic,Crustacea: Cladocera,x,Chydoridae,water fleas,26.64,0.03729863
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,23.328,2.87952256
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Arctopsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,11.664,0.783389611
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,1.6,10.58186314
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Allocosmoecus partitus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,0.8,35.75275808
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Dicosmoecus gilvipes,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,1.6,80.60055261
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Onocosmoecus unicolor,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,7.432,332.1431226
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,23.328,2.330582944
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Rhyacophila narvae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,5.832,4.912106914
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Chelifera/Metachela,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,17.496,13.3952906
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Clinocera,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,46.656,5.301108395
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5.832,1.89578423
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Muscidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Muscidae,higher flies,0.8,1.271917973
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Anafroptilum/Procloeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,17.496,6.486547102
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Baetis alius,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,256.608,82.08338701
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,128.304,13.72252789
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Attenella delantala,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,11.664,11.02831339
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Attenella margarita,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,93.312,17.25469617
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Ephemerella tibialis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,40.824,90.3394838
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Matriella teresa,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5.832,21.80697962
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Serratella micheneri,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,34.992,14.63304318
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Timpanoga hecuba,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,17.496,7.147996354
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Epeorus albertae group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,29.16,39.44161096
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Heptagenia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5.832,1.297876014
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,34.992,4.872139091
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,58.32,1.410302902
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Apedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,8.272,0.560368905
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Paracladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,66.176,3.100071024
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Phaenopsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,57.904,13.37431684
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,132.352,9.533418641
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,57.904,4.240173514
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,16.544,0.65171259
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Stempellinella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,74.448,0.994692
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,157.168,3.634117173
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Potthastia gaedii group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,8.272,0.263942517
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Potthastia longimana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,16.544,3.238432496
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,16.544,3.238432496
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,66.176,0.730749483
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.272,0.091343685
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Eukiefferiella pseudomontana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,24.816,0.274031056
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Krenosmittia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,16.544,0.527885035
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,16.544,0.527885035
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,132.352,10.2958396
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Psectrocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.272,0.560368905
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Rheocricotopus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,82.72,2.641134343
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.272,0.263942517
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,33.088,0.537973573
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Pentaneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,8.272,2.423843646
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,405.328,44.26786139
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,11.664,0.363964688
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Atractides,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5.832,0.309096
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Oribatida,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5.832,0.054868688
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,17.496,0.927288
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Ceratopogonidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,5.832,0.446934255
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,11.664,4.578689959
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,23.328,8.026656174
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,46.656,0.283849848
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,58.32,11.79823438
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,169.128,3.439996993
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,5.832,3.03896126
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Leuctridae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Leuctridae,stoneflies,5.832,0.707907744
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,530.712,78.26140716
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Zapada cinctipes,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,17.496,0.232829479
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,7.432,55.42094734
South Fork McKenzie River,Disturbed,Benthic,2019-07-10,1,Skwala,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,52.488,23.3499063
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,448.8626,35.38283723
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,3.34,57.14700013
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Brachycentrus occidentalis,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,2.9726,0.87895984
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,8.9178,4.609846744
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Brachycentrus americanus,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,1.67,11.57861144
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,1.67,13.95958642
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Ochrotrichia,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,2.9726,0.583356012
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,5.9452,1.573717641
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Dicranomyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,8.9178,2.747622892
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Clinocera,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,11.8904,1.081548518
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Baetis alius,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,2.9726,1.610464313
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,478.5886,78.38040715
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Caudatella heterocaudata,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5.9452,5.972939899
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Drunella grandis/spinifera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,4.6426,29.33683472
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Ephemerella tibialis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5.9452,1.976517191
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Matriella teresa,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,5.9452,1.976517191
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Epeorus longimanus,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.67,7.658154038
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,20.8082,0.385983129
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,17.8356,1.101574929
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,14.863,0.793816353
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,5.9452,0.065649961
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Boreoheptagyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,2.9726,0.094849556
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Pagastia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,2.9726,0.361088353
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5.9452,0.562460766
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5.9452,0.065649961
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,2.9726,0.015461079
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,23.7808,0.32462442
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,32.6986,0.671197663
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Eukiefferiella pseudomontana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,5.9452,0.065649961
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,380.4928,17.6717171
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,11.8904,1.44435341
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,65.3972,3.027869659
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,5.9452,0.722176705
South Fork McKenzie River,Disturbed,Submerged Wood,2019-07-10,1,Ampumixis dispar,A,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,11.8904,3.183821176
