"Taxon","Treatment","Season","Replicate","Biomass"
"Amiocentrus aspilus","Disturbed","Winter20","2",0
"Amiocentrus aspilus","Disturbed","Winter20","3",0
"Amiocentrus aspilus","Disturbed","Winter20","4",0
"Amiocentrus aspilus","Disturbed","Winter20","5",0
"Ampumixis dispar","Disturbed","Fall19","1",4.23669459
"Ampumixis dispar","Disturbed","Fall19","2",4.36739419
"Ampumixis dispar","Disturbed","Fall19","3",0.045656192
"Ampumixis dispar","Disturbed","Fall19","4",0.285351198
"Ampumixis dispar","Disturbed","Fall19","5",2.611094932
"Ampumixis dispar","Disturbed","Spring20","1",0.814527298
"Ampumixis dispar","Disturbed","Spring20","2",2.006854451
"Ampumixis dispar","Disturbed","Spring20","3",0
"Ampumixis dispar","Disturbed","Spring20","4",0.190234132
"Ampumixis dispar","Disturbed","Spring20","5",0
"Ampumixis dispar","Disturbed","Summer19","1",4.578689959
"Ampumixis dispar","Disturbed","Summer19","2",6.644787546
"Ampumixis dispar","Disturbed","Summer19","3",8.724762179
"Ampumixis dispar","Disturbed","Summer19","4",0
"Ampumixis dispar","Disturbed","Summer19","5",9.294251987
"Ampumixis dispar","Disturbed","Winter20","1",0
"Ampumixis dispar","Disturbed","Winter20","2",0.071528034
"Ampumixis dispar","Disturbed","Winter20","3",0.1776
"Ampumixis dispar","Disturbed","Winter20","4",0
"Ampumixis dispar","Disturbed","Winter20","5",0
"Anafroptilum","Disturbed","Fall19","1",0
"Anafroptilum","Disturbed","Fall19","2",0
"Anafroptilum","Disturbed","Fall19","3",0
"Anafroptilum","Disturbed","Fall19","4",0
"Anafroptilum","Disturbed","Fall19","5",0
"Anafroptilum","Disturbed","Spring20","1",1.82548521
"Anafroptilum","Disturbed","Spring20","2",0.532314348
"Anafroptilum","Disturbed","Spring20","3",2.993716828
"Anafroptilum","Disturbed","Spring20","4",0
"Anafroptilum","Disturbed","Spring20","5",0.933143314
"Anafroptilum","Disturbed","Summer19","1",0
"Anafroptilum","Disturbed","Summer19","2",0
"Anafroptilum","Disturbed","Summer19","3",0
"Anafroptilum","Disturbed","Summer19","4",0
"Anafroptilum","Disturbed","Summer19","5",0
"Anafroptilum","Disturbed","Winter20","1",0
"Anafroptilum","Disturbed","Winter20","2",0
"Anafroptilum","Disturbed","Winter20","3",0
"Anafroptilum","Disturbed","Winter20","4",0
"Anafroptilum","Disturbed","Winter20","5",0
"Anafroptilum/Procloeon","Disturbed","Fall19","1",0.233151946
"Anafroptilum/Procloeon","Disturbed","Fall19","2",0
"Anafroptilum/Procloeon","Disturbed","Fall19","3",0
"Anafroptilum/Procloeon","Disturbed","Fall19","4",0
"Anafroptilum/Procloeon","Disturbed","Fall19","5",13.86930176
"Anafroptilum/Procloeon","Disturbed","Spring20","1",0
"Anafroptilum/Procloeon","Disturbed","Spring20","2",0
"Anafroptilum/Procloeon","Disturbed","Spring20","3",0
"Anafroptilum/Procloeon","Disturbed","Spring20","4",0
"Anafroptilum/Procloeon","Disturbed","Spring20","5",0
"Anafroptilum/Procloeon","Disturbed","Summer19","1",6.486547102
"Anafroptilum/Procloeon","Disturbed","Summer19","2",2.489505455
"Anafroptilum/Procloeon","Disturbed","Summer19","3",34.6732544
"Anafroptilum/Procloeon","Disturbed","Summer19","4",0
"Anafroptilum/Procloeon","Disturbed","Summer19","5",0
"Anafroptilum/Procloeon","Disturbed","Winter20","1",0
"Anafroptilum/Procloeon","Disturbed","Winter20","2",0
"Anafroptilum/Procloeon","Disturbed","Winter20","3",0
"Anafroptilum/Procloeon","Disturbed","Winter20","4",0
"Anafroptilum/Procloeon","Disturbed","Winter20","5",0
"Antocha","Disturbed","Fall19","1",1.143260581
"Antocha","Disturbed","Fall19","2",0
"Antocha","Disturbed","Fall19","3",0
"Antocha","Disturbed","Fall19","4",1.546816882
"Antocha","Disturbed","Fall19","5",0
"Antocha","Disturbed","Spring20","1",2.263609324
"Antocha","Disturbed","Spring20","2",0
"Antocha","Disturbed","Spring20","3",0
"Antocha","Disturbed","Spring20","4",0
"Antocha","Disturbed","Spring20","5",0
"Antocha","Disturbed","Summer19","1",0
"Antocha","Disturbed","Summer19","2",0
"Antocha","Disturbed","Summer19","3",0
"Antocha","Disturbed","Summer19","4",0
"Antocha","Disturbed","Summer19","5",0
"Antocha","Disturbed","Winter20","1",3.093633765
"Antocha","Disturbed","Winter20","2",0
"Antocha","Disturbed","Winter20","3",2.001039523
"Antocha","Disturbed","Winter20","4",0
"Antocha","Disturbed","Winter20","5",0
"Apedilum","Disturbed","Fall19","1",0
"Apedilum","Disturbed","Fall19","2",0
"Apedilum","Disturbed","Fall19","3",0
"Apedilum","Disturbed","Fall19","4",0
"Apedilum","Disturbed","Fall19","5",0
"Apedilum","Disturbed","Spring20","1",0
"Apedilum","Disturbed","Spring20","2",0
"Apedilum","Disturbed","Spring20","3",0
"Apedilum","Disturbed","Spring20","4",0
"Apedilum","Disturbed","Spring20","5",0
"Apedilum","Disturbed","Summer19","1",0.560368905
"Apedilum","Disturbed","Summer19","2",2.550619367
"Apedilum","Disturbed","Summer19","3",127.0800087
"Apedilum","Disturbed","Summer19","4",68.96954614
"Apedilum","Disturbed","Summer19","5",0
"Apedilum","Disturbed","Winter20","1",0
"Apedilum","Disturbed","Winter20","2",0
"Apedilum","Disturbed","Winter20","3",0
"Apedilum","Disturbed","Winter20","4",0
"Apedilum","Disturbed","Winter20","5",0
"Arctopsyche","Disturbed","Fall19","1",0
"Arctopsyche","Disturbed","Fall19","2",0
"Arctopsyche","Disturbed","Fall19","3",0
"Arctopsyche","Disturbed","Fall19","4",0
"Arctopsyche","Disturbed","Fall19","5",554.5301284
"Arctopsyche","Disturbed","Spring20","1",0
"Arctopsyche","Disturbed","Spring20","2",0
"Arctopsyche","Disturbed","Spring20","3",45.31273581
"Arctopsyche","Disturbed","Spring20","4",0
"Arctopsyche","Disturbed","Spring20","5",0
"Arctopsyche","Disturbed","Summer19","1",0.783389611
"Arctopsyche","Disturbed","Summer19","2",0
"Arctopsyche","Disturbed","Summer19","3",0
"Arctopsyche","Disturbed","Summer19","4",0
"Arctopsyche","Disturbed","Summer19","5",0
"Arctopsyche","Disturbed","Winter20","1",0
"Arctopsyche","Disturbed","Winter20","2",39.47936254
"Arctopsyche","Disturbed","Winter20","3",62.34571048
"Arctopsyche","Disturbed","Winter20","4",23.58639601
"Arctopsyche","Disturbed","Winter20","5",17.32906651
"Arctopsychinae","Disturbed","Fall19","1",0
"Arctopsychinae","Disturbed","Fall19","2",0
"Arctopsychinae","Disturbed","Fall19","3",0
"Arctopsychinae","Disturbed","Fall19","4",0
"Arctopsychinae","Disturbed","Fall19","5",0
"Arctopsychinae","Disturbed","Spring20","1",0
"Arctopsychinae","Disturbed","Spring20","2",0
"Arctopsychinae","Disturbed","Spring20","3",0
"Arctopsychinae","Disturbed","Spring20","4",0
"Arctopsychinae","Disturbed","Spring20","5",0
"Arctopsychinae","Disturbed","Summer19","1",0
"Arctopsychinae","Disturbed","Summer19","2",0
"Arctopsychinae","Disturbed","Summer19","3",0
"Arctopsychinae","Disturbed","Summer19","4",0.603929988
"Arctopsychinae","Disturbed","Summer19","5",0
"Arctopsychinae","Disturbed","Winter20","1",0
"Arctopsychinae","Disturbed","Winter20","2",0
"Arctopsychinae","Disturbed","Winter20","3",0
"Arctopsychinae","Disturbed","Winter20","4",0
"Arctopsychinae","Disturbed","Winter20","5",0
"Atherix","Disturbed","Fall19","1",0
"Atherix","Disturbed","Fall19","2",0
"Atherix","Disturbed","Fall19","3",0
"Atherix","Disturbed","Fall19","4",0
"Atherix","Disturbed","Fall19","5",0
"Atherix","Disturbed","Spring20","1",0
"Atherix","Disturbed","Spring20","2",0
"Atherix","Disturbed","Spring20","3",0
"Atherix","Disturbed","Spring20","4",0
"Atherix","Disturbed","Spring20","5",0
"Atherix","Disturbed","Summer19","1",0
"Atherix","Disturbed","Summer19","2",0
"Atherix","Disturbed","Summer19","3",0
"Atherix","Disturbed","Summer19","4",0
"Atherix","Disturbed","Summer19","5",0
"Atherix","Disturbed","Winter20","1",0
"Atherix","Disturbed","Winter20","2",0
"Atherix","Disturbed","Winter20","3",0
"Atherix","Disturbed","Winter20","4",0
"Atherix","Disturbed","Winter20","5",0
"Atractides","Disturbed","Fall19","1",0
"Atractides","Disturbed","Fall19","2",0
"Atractides","Disturbed","Fall19","3",0
"Atractides","Disturbed","Fall19","4",0
"Atractides","Disturbed","Fall19","5",0
"Atractides","Disturbed","Spring20","1",0
"Atractides","Disturbed","Spring20","2",1.146072
"Atractides","Disturbed","Spring20","3",0
"Atractides","Disturbed","Spring20","4",0
"Atractides","Disturbed","Spring20","5",0.07526569
"Atractides","Disturbed","Summer19","1",0.309096
"Atractides","Disturbed","Summer19","2",0
"Atractides","Disturbed","Summer19","3",0
"Atractides","Disturbed","Summer19","4",0
"Atractides","Disturbed","Summer19","5",0
"Atractides","Disturbed","Winter20","1",0
"Atractides","Disturbed","Winter20","2",0
"Atractides","Disturbed","Winter20","3",0
"Atractides","Disturbed","Winter20","4",0
"Atractides","Disturbed","Winter20","5",0.848
"Attenella delantala","Disturbed","Fall19","1",2.707793569
"Attenella delantala","Disturbed","Fall19","2",6.887969638
"Attenella delantala","Disturbed","Fall19","3",2.217748273
"Attenella delantala","Disturbed","Fall19","4",12.8876457
"Attenella delantala","Disturbed","Fall19","5",7.520885058
"Attenella delantala","Disturbed","Spring20","1",39.442003
"Attenella delantala","Disturbed","Spring20","2",49.08185096
"Attenella delantala","Disturbed","Spring20","3",31.23109541
"Attenella delantala","Disturbed","Spring20","4",90.46954565
"Attenella delantala","Disturbed","Spring20","5",40.29061054
"Attenella delantala","Disturbed","Summer19","1",11.02831339
"Attenella delantala","Disturbed","Summer19","2",0
"Attenella delantala","Disturbed","Summer19","3",0.3296
"Attenella delantala","Disturbed","Summer19","4",0
"Attenella delantala","Disturbed","Summer19","5",0
"Attenella delantala","Disturbed","Winter20","1",113.0962293
"Attenella delantala","Disturbed","Winter20","2",15.98171059
"Attenella delantala","Disturbed","Winter20","3",49.34020781
"Attenella delantala","Disturbed","Winter20","4",86.5267892
"Attenella delantala","Disturbed","Winter20","5",45.9003477
"Attenella margarita","Disturbed","Fall19","1",0
"Attenella margarita","Disturbed","Fall19","2",0
"Attenella margarita","Disturbed","Fall19","3",0
"Attenella margarita","Disturbed","Fall19","4",0
"Attenella margarita","Disturbed","Fall19","5",0
"Attenella margarita","Disturbed","Spring20","1",0
"Attenella margarita","Disturbed","Spring20","2",0
"Attenella margarita","Disturbed","Spring20","3",0
"Attenella margarita","Disturbed","Spring20","4",0
"Attenella margarita","Disturbed","Spring20","5",0
"Attenella margarita","Disturbed","Summer19","1",17.25469617
"Attenella margarita","Disturbed","Summer19","2",2.192901343
"Attenella margarita","Disturbed","Summer19","3",9.417015597
"Attenella margarita","Disturbed","Summer19","4",4.421887317
"Attenella margarita","Disturbed","Summer19","5",3.116977627
"Attenella margarita","Disturbed","Winter20","1",0
"Attenella margarita","Disturbed","Winter20","2",0
"Attenella margarita","Disturbed","Winter20","3",0
"Attenella margarita","Disturbed","Winter20","4",0
"Attenella margarita","Disturbed","Winter20","5",0
"Baetis alius","Disturbed","Fall19","1",0
"Baetis alius","Disturbed","Fall19","2",0
"Baetis alius","Disturbed","Fall19","3",0
"Baetis alius","Disturbed","Fall19","4",0
"Baetis alius","Disturbed","Fall19","5",0
"Baetis alius","Disturbed","Spring20","1",0
"Baetis alius","Disturbed","Spring20","2",0
"Baetis alius","Disturbed","Spring20","3",0
"Baetis alius","Disturbed","Spring20","4",0
"Baetis alius","Disturbed","Spring20","5",0.0424
"Baetis alius","Disturbed","Summer19","1",82.08338701
"Baetis alius","Disturbed","Summer19","2",31.49855327
"Baetis alius","Disturbed","Summer19","3",175.4493748
"Baetis alius","Disturbed","Summer19","4",4.871592243
"Baetis alius","Disturbed","Summer19","5",49.80772162
"Baetis alius","Disturbed","Winter20","1",0
"Baetis alius","Disturbed","Winter20","2",0
"Baetis alius","Disturbed","Winter20","3",0
"Baetis alius","Disturbed","Winter20","4",2.394973463
"Baetis alius","Disturbed","Winter20","5",0
"Baetis flavistriga","Disturbed","Fall19","1",0
"Baetis flavistriga","Disturbed","Fall19","2",0
"Baetis flavistriga","Disturbed","Fall19","3",0
"Baetis flavistriga","Disturbed","Fall19","4",0
"Baetis flavistriga","Disturbed","Fall19","5",0
"Baetis flavistriga","Disturbed","Spring20","1",0
"Baetis flavistriga","Disturbed","Spring20","2",0
"Baetis flavistriga","Disturbed","Spring20","3",0
"Baetis flavistriga","Disturbed","Spring20","4",0
"Baetis flavistriga","Disturbed","Spring20","5",0
"Baetis flavistriga","Disturbed","Summer19","1",0
"Baetis flavistriga","Disturbed","Summer19","2",0
"Baetis flavistriga","Disturbed","Summer19","3",0
"Baetis flavistriga","Disturbed","Summer19","4",0
"Baetis flavistriga","Disturbed","Summer19","5",0
"Baetis flavistriga","Disturbed","Winter20","1",0
"Baetis flavistriga","Disturbed","Winter20","2",0
"Baetis flavistriga","Disturbed","Winter20","3",0
"Baetis flavistriga","Disturbed","Winter20","4",0
"Baetis flavistriga","Disturbed","Winter20","5",0
"Baetis tricaudatus complex","Disturbed","Fall19","1",167.1107932
"Baetis tricaudatus complex","Disturbed","Fall19","2",107.9879952
"Baetis tricaudatus complex","Disturbed","Fall19","3",69.35314496
"Baetis tricaudatus complex","Disturbed","Fall19","4",251.5082541
"Baetis tricaudatus complex","Disturbed","Fall19","5",321.3516424
"Baetis tricaudatus complex","Disturbed","Spring20","1",66.23291211
"Baetis tricaudatus complex","Disturbed","Spring20","2",98.28604386
"Baetis tricaudatus complex","Disturbed","Spring20","3",78.7621881
"Baetis tricaudatus complex","Disturbed","Spring20","4",72.45204836
"Baetis tricaudatus complex","Disturbed","Spring20","5",35.10722805
"Baetis tricaudatus complex","Disturbed","Summer19","1",13.72252789
"Baetis tricaudatus complex","Disturbed","Summer19","2",13.67184345
"Baetis tricaudatus complex","Disturbed","Summer19","3",46.44817897
"Baetis tricaudatus complex","Disturbed","Summer19","4",28.81482666
"Baetis tricaudatus complex","Disturbed","Summer19","5",28.77288415
"Baetis tricaudatus complex","Disturbed","Winter20","1",491.5842203
"Baetis tricaudatus complex","Disturbed","Winter20","2",34.90951191
"Baetis tricaudatus complex","Disturbed","Winter20","3",330.3888295
"Baetis tricaudatus complex","Disturbed","Winter20","4",322.5073229
"Baetis tricaudatus complex","Disturbed","Winter20","5",280.3028643
"Bittacomorpha","Disturbed","Fall19","1",0
"Bittacomorpha","Disturbed","Fall19","2",0
"Bittacomorpha","Disturbed","Fall19","3",0
"Bittacomorpha","Disturbed","Fall19","4",0
"Bittacomorpha","Disturbed","Fall19","5",0
"Bittacomorpha","Disturbed","Spring20","1",0
"Bittacomorpha","Disturbed","Spring20","2",0
"Bittacomorpha","Disturbed","Spring20","3",0
"Bittacomorpha","Disturbed","Spring20","4",0
"Bittacomorpha","Disturbed","Spring20","5",0
"Bittacomorpha","Disturbed","Summer19","1",0
"Bittacomorpha","Disturbed","Summer19","2",0
"Bittacomorpha","Disturbed","Summer19","3",0
"Bittacomorpha","Disturbed","Summer19","4",0
"Bittacomorpha","Disturbed","Summer19","5",0
"Bittacomorpha","Disturbed","Winter20","1",0
"Bittacomorpha","Disturbed","Winter20","2",0
"Bittacomorpha","Disturbed","Winter20","3",0
"Bittacomorpha","Disturbed","Winter20","4",0
"Bittacomorpha","Disturbed","Winter20","5",0
"Blephariceridae","Disturbed","Fall19","1",0
"Blephariceridae","Disturbed","Fall19","2",0
"Blephariceridae","Disturbed","Fall19","3",9.022350567
"Blephariceridae","Disturbed","Fall19","4",0
"Blephariceridae","Disturbed","Fall19","5",0
"Blephariceridae","Disturbed","Spring20","1",0
"Blephariceridae","Disturbed","Spring20","2",0
"Blephariceridae","Disturbed","Spring20","3",0
"Blephariceridae","Disturbed","Spring20","4",0
"Blephariceridae","Disturbed","Spring20","5",0
"Blephariceridae","Disturbed","Summer19","1",0
"Blephariceridae","Disturbed","Summer19","2",0
"Blephariceridae","Disturbed","Summer19","3",0
"Blephariceridae","Disturbed","Summer19","4",0
"Blephariceridae","Disturbed","Summer19","5",0
"Blephariceridae","Disturbed","Winter20","1",0
"Blephariceridae","Disturbed","Winter20","2",0
"Blephariceridae","Disturbed","Winter20","3",0
"Blephariceridae","Disturbed","Winter20","4",0
"Blephariceridae","Disturbed","Winter20","5",0
"Boreochlus","Disturbed","Fall19","1",0
"Boreochlus","Disturbed","Fall19","2",0
"Boreochlus","Disturbed","Fall19","3",0
"Boreochlus","Disturbed","Fall19","4",0
"Boreochlus","Disturbed","Fall19","5",0
"Boreochlus","Disturbed","Spring20","1",0
"Boreochlus","Disturbed","Spring20","2",0
"Boreochlus","Disturbed","Spring20","3",0
"Boreochlus","Disturbed","Spring20","4",0
"Boreochlus","Disturbed","Spring20","5",0
"Boreochlus","Disturbed","Summer19","1",0
"Boreochlus","Disturbed","Summer19","2",0
"Boreochlus","Disturbed","Summer19","3",0
"Boreochlus","Disturbed","Summer19","4",0
"Boreochlus","Disturbed","Summer19","5",0
"Boreochlus","Disturbed","Winter20","1",0
"Boreochlus","Disturbed","Winter20","2",0
"Boreochlus","Disturbed","Winter20","3",0
"Boreochlus","Disturbed","Winter20","4",0
"Boreochlus","Disturbed","Winter20","5",0
"Brachycentrus americanus","Disturbed","Fall19","1",2.698619477
"Brachycentrus americanus","Disturbed","Fall19","2",1.069637343
"Brachycentrus americanus","Disturbed","Fall19","3",0
"Brachycentrus americanus","Disturbed","Fall19","4",0.824614994
"Brachycentrus americanus","Disturbed","Fall19","5",0
"Brachycentrus americanus","Disturbed","Spring20","1",0
"Brachycentrus americanus","Disturbed","Spring20","2",106.0510828
"Brachycentrus americanus","Disturbed","Spring20","3",5.100159058
"Brachycentrus americanus","Disturbed","Spring20","4",55.46640209
"Brachycentrus americanus","Disturbed","Spring20","5",0
"Brachycentrus americanus","Disturbed","Summer19","1",0
"Brachycentrus americanus","Disturbed","Summer19","2",0
"Brachycentrus americanus","Disturbed","Summer19","3",0
"Brachycentrus americanus","Disturbed","Summer19","4",0
"Brachycentrus americanus","Disturbed","Summer19","5",0
"Brachycentrus americanus","Disturbed","Winter20","1",12.98440534
"Brachycentrus americanus","Disturbed","Winter20","2",0.330328709
"Brachycentrus americanus","Disturbed","Winter20","3",20.53957332
"Brachycentrus americanus","Disturbed","Winter20","4",3.584821322
"Brachycentrus americanus","Disturbed","Winter20","5",8.85400013
"Brachycentrus occidentalis","Disturbed","Fall19","1",0
"Brachycentrus occidentalis","Disturbed","Fall19","2",0
"Brachycentrus occidentalis","Disturbed","Fall19","3",0
"Brachycentrus occidentalis","Disturbed","Fall19","4",0
"Brachycentrus occidentalis","Disturbed","Fall19","5",0
"Brachycentrus occidentalis","Disturbed","Spring20","1",0
"Brachycentrus occidentalis","Disturbed","Spring20","2",0.07208
"Brachycentrus occidentalis","Disturbed","Spring20","3",0.06
"Brachycentrus occidentalis","Disturbed","Spring20","4",0
"Brachycentrus occidentalis","Disturbed","Spring20","5",0
"Brachycentrus occidentalis","Disturbed","Summer19","1",0
"Brachycentrus occidentalis","Disturbed","Summer19","2",0
"Brachycentrus occidentalis","Disturbed","Summer19","3",0
"Brachycentrus occidentalis","Disturbed","Summer19","4",0
"Brachycentrus occidentalis","Disturbed","Summer19","5",0
"Brachycentrus occidentalis","Disturbed","Winter20","1",0
"Brachycentrus occidentalis","Disturbed","Winter20","2",0
"Brachycentrus occidentalis","Disturbed","Winter20","3",0
"Brachycentrus occidentalis","Disturbed","Winter20","4",0
"Brachycentrus occidentalis","Disturbed","Winter20","5",0
"Brillia","Disturbed","Fall19","1",0
"Brillia","Disturbed","Fall19","2",0
"Brillia","Disturbed","Fall19","3",0.061263254
"Brillia","Disturbed","Fall19","4",0.382895335
"Brillia","Disturbed","Fall19","5",0
"Brillia","Disturbed","Spring20","1",3.93544498
"Brillia","Disturbed","Spring20","2",0
