"Treatment","Substrate","Date","Taxon","Stage","Insect","Origin","Order","Family","Season","Replicate","Biomass"
"Flooded Forest","Benthic",2019-07-09,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",4.007289256
"Flooded Forest","Benthic",2019-07-09,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","1",196.5875542
"Flooded Forest","Benthic",2019-07-09,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","2",135.7663242
"Flooded Forest","Benthic",2019-07-09,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","3",25.22414386
"Flooded Forest","Benthic",2019-07-09,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","4",81.90324312
"Flooded Forest","Benthic",2019-07-09,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","5",27.38135671
"Flooded Forest","Benthic",2019-07-09,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",3.561035748
"Flooded Forest","Benthic",2019-07-09,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",5.946350033
"Flooded Forest","Benthic",2019-07-09,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",5.942286712
"Flooded Forest","Benthic",2019-07-09,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",1.47808139
"Flooded Forest","Benthic",2019-07-09,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",454.5786023
"Flooded Forest","Benthic",2019-07-09,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",33.13037126
"Flooded Forest","Benthic",2019-07-09,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",334.2890802
"Flooded Forest","Benthic",2019-07-09,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",758.8359632
"Flooded Forest","Benthic",2019-07-09,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",218.3605613
"Flooded Forest","Benthic",2019-07-09,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",64.23155348
"Flooded Forest","Benthic",2019-07-09,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",32.23376132
"Flooded Forest","Benthic",2019-07-09,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",52.29035911
"Flooded Forest","Benthic",2019-07-09,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",86.0782057
"Flooded Forest","Benthic",2019-07-09,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",6.157792188
"Flooded Forest","Benthic",2019-07-09,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",48.55711144
"Flooded Forest","Benthic",2019-07-09,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",54.69896269
"Flooded Forest","Benthic",2019-07-09,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",3.958149731
"Flooded Forest","Benthic",2019-07-09,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",10.14758708
"Flooded Forest","Benthic",2019-07-09,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",3.467153878
"Flooded Forest","Benthic",2019-07-09,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",5.490447644
"Flooded Forest","Benthic",2019-07-09,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",5.265524825
"Flooded Forest","Benthic",2019-07-09,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",6.186062607
"Flooded Forest","Benthic",2019-07-09,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",7.62744841
"Flooded Forest","Benthic",2019-07-09,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.235089958
"Flooded Forest","Benthic",2019-07-09,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0.25878576
"Flooded Forest","Benthic",2019-07-09,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Stempellinella","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",12.93413623
"Flooded Forest","Benthic",2019-07-09,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",3.623107591
"Flooded Forest","Benthic",2019-07-09,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.545225176
"Flooded Forest","Benthic",2019-07-09,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.68549063
"Flooded Forest","Benthic",2019-07-09,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",9.264361276
"Flooded Forest","Benthic",2019-07-09,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",2.994677105
"Flooded Forest","Benthic",2019-07-09,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.267381253
"Flooded Forest","Benthic",2019-07-09,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.68549063
"Flooded Forest","Benthic",2019-07-09,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.442213567
"Flooded Forest","Benthic",2019-07-09,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",8.929702126
"Flooded Forest","Benthic",2019-07-09,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.772612588
"Flooded Forest","Benthic",2019-07-09,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",7.540680246
"Flooded Forest","Benthic",2019-07-09,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",2.381856922
"Flooded Forest","Benthic",2019-07-09,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",4.825753553
"Flooded Forest","Benthic",2019-07-09,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.747775444
"Flooded Forest","Benthic",2019-07-09,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",3.961524474
"Flooded Forest","Benthic",2019-07-09,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.442213567
"Flooded Forest","Benthic",2019-07-09,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.517571519
"Flooded Forest","Benthic",2019-07-09,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",37.72522896
"Flooded Forest","Benthic",2019-07-09,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",42.93134196
"Flooded Forest","Benthic",2019-07-09,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",25.61430164
"Flooded Forest","Benthic",2019-07-09,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",34.12424546
"Flooded Forest","Benthic",2019-07-09,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",11.62307185
"Flooded Forest","Benthic",2019-07-09,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",18.78407221
"Flooded Forest","Benthic",2019-07-09,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",16.22084041
"Flooded Forest","Benthic",2019-07-09,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",7.548130393
"Flooded Forest","Benthic",2019-07-09,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",8.065172214
"Flooded Forest","Benthic",2019-07-09,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",7.71280061
"Flooded Forest","Benthic",2019-07-09,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.307375094
"Flooded Forest","Benthic",2019-07-09,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",27.28827411
"Flooded Forest","Benthic",2019-07-09,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.47808139
"Flooded Forest","Benthic",2019-07-09,"Smittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",5.490447644
"Flooded Forest","Benthic",2019-07-09,"Smittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",3.175161856
"Flooded Forest","Benthic",2019-07-09,"Smittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Smittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Smittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",29.04302074
"Flooded Forest","Benthic",2019-07-09,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",4.256448738
"Flooded Forest","Benthic",2019-07-09,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.772612588
"Flooded Forest","Benthic",2019-07-09,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",4.20530037
"Flooded Forest","Benthic",2019-07-09,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0.791355744
"Flooded Forest","Benthic",2019-07-09,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",26.48834471
"Flooded Forest","Benthic",2019-07-09,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",28.14246901
"Flooded Forest","Benthic",2019-07-09,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",18.04410959
"Flooded Forest","Benthic",2019-07-09,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",17.88667321
"Flooded Forest","Benthic",2019-07-09,"Paramerina","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",4.880878538
"Flooded Forest","Benthic",2019-07-09,"Paramerina","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Paramerina","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Paramerina","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Paramerina","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",92.1296506
"Flooded Forest","Benthic",2019-07-09,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",61.58002358
"Flooded Forest","Benthic",2019-07-09,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",13.50188512
"Flooded Forest","Benthic",2019-07-09,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",190.0006769
"Flooded Forest","Benthic",2019-07-09,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",18.61119823
"Flooded Forest","Benthic",2019-07-09,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","1",1.468176373
"Flooded Forest","Benthic",2019-07-09,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Forcipomyiinae","L","insect","Aquatic","Diptera","Ceratopogonidae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","1",10.66833526
"Flooded Forest","Benthic",2019-07-09,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","3",0.214184609
"Flooded Forest","Benthic",2019-07-09,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","1",10.66833526
"Flooded Forest","Benthic",2019-07-09,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","2",13.48456137
"Flooded Forest","Benthic",2019-07-09,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","3",17.32174597
"Flooded Forest","Benthic",2019-07-09,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","4",17.27310278
"Flooded Forest","Benthic",2019-07-09,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","5",4.045173642
"Flooded Forest","Benthic",2019-07-09,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",188.5251925
"Flooded Forest","Benthic",2019-07-09,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",427.6872097
"Flooded Forest","Benthic",2019-07-09,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",45.5351421
"Flooded Forest","Benthic",2019-07-09,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","4",37.2965197
"Flooded Forest","Benthic",2019-07-09,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","5",54.37110875
"Flooded Forest","Benthic",2019-07-09,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","1",1084.173923
"Flooded Forest","Benthic",2019-07-09,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","2",0
"Flooded Forest","Benthic",2019-07-09,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","3",0
"Flooded Forest","Benthic",2019-07-09,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","4",0
"Flooded Forest","Benthic",2019-07-09,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","1",0
"Flooded Forest","Benthic",2019-07-09,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","2",157.1164352
"Flooded Forest","Benthic",2019-07-09,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","3",195.2627013
"Flooded Forest","Benthic",2019-07-09,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","4",140.0434602
"Flooded Forest","Benthic",2019-07-09,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","5",0
"Flooded Forest","Benthic",2019-07-09,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae","Summer19","1",0
"Flooded Forest","Benthic",2019-07-09,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae","Summer19","2",17.94261507
