"Taxon","Treatment","Season","Replicate","Biomass"
"Acentrella","Phase 3","Winter20","4",0
"Acentrella","Phase 3","Winter20","5",0
"Acentrella","Phase 4","Fall19","1",0
"Acentrella","Phase 4","Fall19","2",0
"Acentrella","Phase 4","Fall19","3",0
"Acentrella","Phase 4","Fall19","4",0
"Acentrella","Phase 4","Fall19","5",0
"Acentrella","Phase 4","Spring20","1",0
"Acentrella","Phase 4","Spring20","2",0
"Acentrella","Phase 4","Spring20","3",0
"Acentrella","Phase 4","Spring20","4",1.63912057
"Acentrella","Phase 4","Spring20","5",0
"Acentrella","Phase 4","Summer19","1",0
"Acentrella","Phase 4","Summer19","2",0
"Acentrella","Phase 4","Summer19","3",0
"Acentrella","Phase 4","Summer19","4",0
"Acentrella","Phase 4","Summer19","5",0.369408
"Acentrella","Phase 4","Winter20","1",0
"Acentrella","Phase 4","Winter20","2",0
"Acentrella","Phase 4","Winter20","3",0
"Acentrella","Phase 4","Winter20","4",0
"Acentrella","Phase 4","Winter20","5",0
"Acentrella","Relic Channel","Fall19","1",0
"Acentrella","Relic Channel","Fall19","2",0
"Acentrella","Relic Channel","Fall19","3",0
"Acentrella","Relic Channel","Fall19","4",0
"Acentrella","Relic Channel","Fall19","5",0
"Acentrella","Relic Channel","Spring20","1",0
"Acentrella","Relic Channel","Spring20","2",0
"Acentrella","Relic Channel","Spring20","3",0
"Acentrella","Relic Channel","Spring20","4",0
"Acentrella","Relic Channel","Spring20","5",0
"Acentrella","Relic Channel","Summer19","1",0
"Acentrella","Relic Channel","Summer19","2",0
"Acentrella","Relic Channel","Summer19","3",0
"Acentrella","Relic Channel","Summer19","4",0
"Acentrella","Relic Channel","Summer19","5",0
"Acentrella","Relic Channel","Winter20","1",0
"Acentrella","Relic Channel","Winter20","2",0
"Acentrella","Relic Channel","Winter20","3",0
"Acentrella","Relic Channel","Winter20","4",0
"Acentrella","Relic Channel","Winter20","5",0
"Afghanurus criddlei","Disturbed","Fall19","1",0
"Afghanurus criddlei","Disturbed","Fall19","2",0
"Afghanurus criddlei","Disturbed","Fall19","3",0
"Afghanurus criddlei","Disturbed","Fall19","4",0
"Afghanurus criddlei","Disturbed","Fall19","5",0
"Afghanurus criddlei","Disturbed","Spring20","1",0
"Afghanurus criddlei","Disturbed","Spring20","2",0
"Afghanurus criddlei","Disturbed","Spring20","3",0
"Afghanurus criddlei","Disturbed","Spring20","4",0
"Afghanurus criddlei","Disturbed","Spring20","5",0
"Afghanurus criddlei","Disturbed","Summer19","1",0
"Afghanurus criddlei","Disturbed","Summer19","2",0
"Afghanurus criddlei","Disturbed","Summer19","3",0
"Afghanurus criddlei","Disturbed","Summer19","4",0
"Afghanurus criddlei","Disturbed","Summer19","5",0
"Afghanurus criddlei","Disturbed","Winter20","1",0
"Afghanurus criddlei","Disturbed","Winter20","2",0
"Afghanurus criddlei","Disturbed","Winter20","3",0
"Afghanurus criddlei","Disturbed","Winter20","4",0
"Afghanurus criddlei","Disturbed","Winter20","5",0
"Afghanurus criddlei","Flooded Forest","Fall19","1",0
"Afghanurus criddlei","Flooded Forest","Fall19","2",0
"Afghanurus criddlei","Flooded Forest","Fall19","3",0
"Afghanurus criddlei","Flooded Forest","Fall19","4",0
"Afghanurus criddlei","Flooded Forest","Fall19","5",0
"Afghanurus criddlei","Flooded Forest","Spring20","1",0
"Afghanurus criddlei","Flooded Forest","Spring20","2",0
"Afghanurus criddlei","Flooded Forest","Spring20","3",0
"Afghanurus criddlei","Flooded Forest","Spring20","4",0
"Afghanurus criddlei","Flooded Forest","Spring20","5",0
"Afghanurus criddlei","Flooded Forest","Summer19","1",0
"Afghanurus criddlei","Flooded Forest","Summer19","2",0
"Afghanurus criddlei","Flooded Forest","Summer19","3",0
"Afghanurus criddlei","Flooded Forest","Summer19","4",0
"Afghanurus criddlei","Flooded Forest","Summer19","5",0
"Afghanurus criddlei","Flooded Forest","Winter20","1",0
"Afghanurus criddlei","Flooded Forest","Winter20","2",0
"Afghanurus criddlei","Flooded Forest","Winter20","3",0
"Afghanurus criddlei","Flooded Forest","Winter20","4",0
"Afghanurus criddlei","Flooded Forest","Winter20","5",0
"Afghanurus criddlei","Phase 3","Fall19","1",0
"Afghanurus criddlei","Phase 3","Fall19","2",0
"Afghanurus criddlei","Phase 3","Fall19","3",0
"Afghanurus criddlei","Phase 3","Fall19","4",0
"Afghanurus criddlei","Phase 3","Fall19","5",0
"Afghanurus criddlei","Phase 3","Spring20","1",0
"Afghanurus criddlei","Phase 3","Spring20","2",0
"Afghanurus criddlei","Phase 3","Spring20","3",0
"Afghanurus criddlei","Phase 3","Spring20","4",0
"Afghanurus criddlei","Phase 3","Spring20","5",0
"Afghanurus criddlei","Phase 3","Summer19","1",0
"Afghanurus criddlei","Phase 3","Summer19","2",0
"Afghanurus criddlei","Phase 3","Summer19","3",0
"Afghanurus criddlei","Phase 3","Summer19","4",0
"Afghanurus criddlei","Phase 3","Summer19","5",0
"Afghanurus criddlei","Phase 3","Winter20","1",0
"Afghanurus criddlei","Phase 3","Winter20","2",0
"Afghanurus criddlei","Phase 3","Winter20","3",0
"Afghanurus criddlei","Phase 3","Winter20","4",0
"Afghanurus criddlei","Phase 3","Winter20","5",0
"Afghanurus criddlei","Phase 4","Fall19","1",0
"Afghanurus criddlei","Phase 4","Fall19","2",0
"Afghanurus criddlei","Phase 4","Fall19","3",0
"Afghanurus criddlei","Phase 4","Fall19","4",0
"Afghanurus criddlei","Phase 4","Fall19","5",0
"Afghanurus criddlei","Phase 4","Spring20","1",0
"Afghanurus criddlei","Phase 4","Spring20","2",0
"Afghanurus criddlei","Phase 4","Spring20","3",0
"Afghanurus criddlei","Phase 4","Spring20","4",0
"Afghanurus criddlei","Phase 4","Spring20","5",0
"Afghanurus criddlei","Phase 4","Summer19","1",0
"Afghanurus criddlei","Phase 4","Summer19","2",0
"Afghanurus criddlei","Phase 4","Summer19","3",0
"Afghanurus criddlei","Phase 4","Summer19","4",0
"Afghanurus criddlei","Phase 4","Summer19","5",0
"Afghanurus criddlei","Phase 4","Winter20","1",0
"Afghanurus criddlei","Phase 4","Winter20","2",0
"Afghanurus criddlei","Phase 4","Winter20","3",0
"Afghanurus criddlei","Phase 4","Winter20","4",0
"Afghanurus criddlei","Phase 4","Winter20","5",0
"Afghanurus criddlei","Relic Channel","Fall19","1",0
"Afghanurus criddlei","Relic Channel","Fall19","2",0
"Afghanurus criddlei","Relic Channel","Fall19","3",0
"Afghanurus criddlei","Relic Channel","Fall19","4",0
"Afghanurus criddlei","Relic Channel","Fall19","5",0
"Afghanurus criddlei","Relic Channel","Spring20","1",0
"Afghanurus criddlei","Relic Channel","Spring20","2",0
"Afghanurus criddlei","Relic Channel","Spring20","3",0
"Afghanurus criddlei","Relic Channel","Spring20","4",0
"Afghanurus criddlei","Relic Channel","Spring20","5",0
"Afghanurus criddlei","Relic Channel","Summer19","1",0
"Afghanurus criddlei","Relic Channel","Summer19","2",0
"Afghanurus criddlei","Relic Channel","Summer19","3",0
"Afghanurus criddlei","Relic Channel","Summer19","4",0
"Afghanurus criddlei","Relic Channel","Summer19","5",0
"Afghanurus criddlei","Relic Channel","Winter20","1",6.545439128
"Afghanurus criddlei","Relic Channel","Winter20","2",0
"Afghanurus criddlei","Relic Channel","Winter20","3",0
"Afghanurus criddlei","Relic Channel","Winter20","4",0
"Afghanurus criddlei","Relic Channel","Winter20","5",0
"Agraylea","Disturbed","Fall19","1",0
"Agraylea","Disturbed","Fall19","2",2.684496892
"Agraylea","Disturbed","Fall19","3",3.401533723
"Agraylea","Disturbed","Fall19","4",22.01501584
"Agraylea","Disturbed","Fall19","5",41.48824742
"Agraylea","Disturbed","Spring20","1",3.457353951
"Agraylea","Disturbed","Spring20","2",3.893844888
"Agraylea","Disturbed","Spring20","3",0
"Agraylea","Disturbed","Spring20","4",0
"Agraylea","Disturbed","Spring20","5",0
"Agraylea","Disturbed","Summer19","1",0
"Agraylea","Disturbed","Summer19","2",0
"Agraylea","Disturbed","Summer19","3",0.1792
"Agraylea","Disturbed","Summer19","4",0
"Agraylea","Disturbed","Summer19","5",0
"Agraylea","Disturbed","Winter20","1",0
"Agraylea","Disturbed","Winter20","2",7.601568447
"Agraylea","Disturbed","Winter20","3",25.93015463
"Agraylea","Disturbed","Winter20","4",0
"Agraylea","Disturbed","Winter20","5",17.28676976
"Agraylea","Flooded Forest","Fall19","1",20.01883567
"Agraylea","Flooded Forest","Fall19","2",0
"Agraylea","Flooded Forest","Fall19","3",0
"Agraylea","Flooded Forest","Fall19","4",0
"Agraylea","Flooded Forest","Fall19","5",0
"Agraylea","Flooded Forest","Spring20","1",0
"Agraylea","Flooded Forest","Spring20","2",0
"Agraylea","Flooded Forest","Spring20","3",0
"Agraylea","Flooded Forest","Spring20","4",0
"Agraylea","Flooded Forest","Spring20","5",0
"Agraylea","Flooded Forest","Summer19","1",0
"Agraylea","Flooded Forest","Summer19","2",0
"Agraylea","Flooded Forest","Summer19","3",0
"Agraylea","Flooded Forest","Summer19","4",0
"Agraylea","Flooded Forest","Summer19","5",0.031136
"Agraylea","Flooded Forest","Winter20","1",0
"Agraylea","Flooded Forest","Winter20","2",0
"Agraylea","Flooded Forest","Winter20","3",0
"Agraylea","Flooded Forest","Winter20","4",0
"Agraylea","Flooded Forest","Winter20","5",0
"Agraylea","Phase 3","Fall19","1",43.51116026
"Agraylea","Phase 3","Fall19","2",0
"Agraylea","Phase 3","Fall19","3",0
"Agraylea","Phase 3","Fall19","4",51.86030927
"Agraylea","Phase 3","Fall19","5",0
"Agraylea","Phase 3","Spring20","1",0
"Agraylea","Phase 3","Spring20","2",0.0672
"Agraylea","Phase 3","Spring20","3",0
"Agraylea","Phase 3","Spring20","4",0
"Agraylea","Phase 3","Spring20","5",0
"Agraylea","Phase 3","Summer19","1",12.96507732
"Agraylea","Phase 3","Summer19","2",0
"Agraylea","Phase 3","Summer19","3",0
"Agraylea","Phase 3","Summer19","4",0
"Agraylea","Phase 3","Summer19","5",0
"Agraylea","Phase 3","Winter20","1",0
"Agraylea","Phase 3","Winter20","2",0
"Agraylea","Phase 3","Winter20","3",0
"Agraylea","Phase 3","Winter20","4",0
"Agraylea","Phase 3","Winter20","5",0
"Agraylea","Phase 4","Fall19","1",0
"Agraylea","Phase 4","Fall19","2",0
"Agraylea","Phase 4","Fall19","3",0
"Agraylea","Phase 4","Fall19","4",0
"Agraylea","Phase 4","Fall19","5",0
"Agraylea","Phase 4","Spring20","1",0.03584
"Agraylea","Phase 4","Spring20","2",0
"Agraylea","Phase 4","Spring20","3",0
"Agraylea","Phase 4","Spring20","4",0.396353846
"Agraylea","Phase 4","Spring20","5",0
"Agraylea","Phase 4","Summer19","1",0
"Agraylea","Phase 4","Summer19","2",0
"Agraylea","Phase 4","Summer19","3",0
"Agraylea","Phase 4","Summer19","4",0
"Agraylea","Phase 4","Summer19","5",0
"Agraylea","Phase 4","Winter20","1",0
"Agraylea","Phase 4","Winter20","2",0
"Agraylea","Phase 4","Winter20","3",0
"Agraylea","Phase 4","Winter20","4",0
"Agraylea","Phase 4","Winter20","5",0
"Agraylea","Relic Channel","Fall19","1",0
"Agraylea","Relic Channel","Fall19","2",0
"Agraylea","Relic Channel","Fall19","3",0
"Agraylea","Relic Channel","Fall19","4",0
"Agraylea","Relic Channel","Fall19","5",0
"Agraylea","Relic Channel","Spring20","1",0
"Agraylea","Relic Channel","Spring20","2",0
"Agraylea","Relic Channel","Spring20","3",0
"Agraylea","Relic Channel","Spring20","4",0
"Agraylea","Relic Channel","Spring20","5",0
"Agraylea","Relic Channel","Summer19","1",0
"Agraylea","Relic Channel","Summer19","2",0
"Agraylea","Relic Channel","Summer19","3",0
"Agraylea","Relic Channel","Summer19","4",0
"Agraylea","Relic Channel","Summer19","5",0
"Agraylea","Relic Channel","Winter20","1",0
"Agraylea","Relic Channel","Winter20","2",0
"Agraylea","Relic Channel","Winter20","3",0
"Agraylea","Relic Channel","Winter20","4",0
"Agraylea","Relic Channel","Winter20","5",0
"Allocosmoecus partitus","Disturbed","Fall19","1",0
"Allocosmoecus partitus","Disturbed","Fall19","2",0
"Allocosmoecus partitus","Disturbed","Fall19","3",0
"Allocosmoecus partitus","Disturbed","Fall19","4",0
"Allocosmoecus partitus","Disturbed","Fall19","5",0
"Allocosmoecus partitus","Disturbed","Spring20","1",0
"Allocosmoecus partitus","Disturbed","Spring20","2",0
"Allocosmoecus partitus","Disturbed","Spring20","3",0
"Allocosmoecus partitus","Disturbed","Spring20","4",0
"Allocosmoecus partitus","Disturbed","Spring20","5",0
"Allocosmoecus partitus","Disturbed","Summer19","1",35.75275808
"Allocosmoecus partitus","Disturbed","Summer19","2",0
"Allocosmoecus partitus","Disturbed","Summer19","3",0
"Allocosmoecus partitus","Disturbed","Summer19","4",0
"Allocosmoecus partitus","Disturbed","Summer19","5",0
"Allocosmoecus partitus","Disturbed","Winter20","1",0
"Allocosmoecus partitus","Disturbed","Winter20","2",0
"Allocosmoecus partitus","Disturbed","Winter20","3",0
"Allocosmoecus partitus","Disturbed","Winter20","4",0
"Allocosmoecus partitus","Disturbed","Winter20","5",0
"Allocosmoecus partitus","Flooded Forest","Fall19","1",0
"Allocosmoecus partitus","Flooded Forest","Fall19","2",0
"Allocosmoecus partitus","Flooded Forest","Fall19","3",0
"Allocosmoecus partitus","Flooded Forest","Fall19","4",0
"Allocosmoecus partitus","Flooded Forest","Fall19","5",0
"Allocosmoecus partitus","Flooded Forest","Spring20","1",0
"Allocosmoecus partitus","Flooded Forest","Spring20","2",0
"Allocosmoecus partitus","Flooded Forest","Spring20","3",0
"Allocosmoecus partitus","Flooded Forest","Spring20","4",0
"Allocosmoecus partitus","Flooded Forest","Spring20","5",0
"Allocosmoecus partitus","Flooded Forest","Summer19","1",0
"Allocosmoecus partitus","Flooded Forest","Summer19","2",0
"Allocosmoecus partitus","Flooded Forest","Summer19","3",0
"Allocosmoecus partitus","Flooded Forest","Summer19","4",0
"Allocosmoecus partitus","Flooded Forest","Summer19","5",0
"Allocosmoecus partitus","Flooded Forest","Winter20","1",0
"Allocosmoecus partitus","Flooded Forest","Winter20","2",0
"Allocosmoecus partitus","Flooded Forest","Winter20","3",0
"Allocosmoecus partitus","Flooded Forest","Winter20","4",0
"Allocosmoecus partitus","Flooded Forest","Winter20","5",0
"Allocosmoecus partitus","Phase 3","Fall19","1",0
"Allocosmoecus partitus","Phase 3","Fall19","2",0
"Allocosmoecus partitus","Phase 3","Fall19","3",0
"Allocosmoecus partitus","Phase 3","Fall19","4",0
"Allocosmoecus partitus","Phase 3","Fall19","5",0
"Allocosmoecus partitus","Phase 3","Spring20","1",0
"Allocosmoecus partitus","Phase 3","Spring20","2",0
"Allocosmoecus partitus","Phase 3","Spring20","3",0
"Allocosmoecus partitus","Phase 3","Spring20","4",0
"Allocosmoecus partitus","Phase 3","Spring20","5",0
"Allocosmoecus partitus","Phase 3","Summer19","1",0
"Allocosmoecus partitus","Phase 3","Summer19","2",0
"Allocosmoecus partitus","Phase 3","Summer19","3",0
"Allocosmoecus partitus","Phase 3","Summer19","4",0
"Allocosmoecus partitus","Phase 3","Summer19","5",0
"Allocosmoecus partitus","Phase 3","Winter20","1",0
"Allocosmoecus partitus","Phase 3","Winter20","2",0
"Allocosmoecus partitus","Phase 3","Winter20","3",0
"Allocosmoecus partitus","Phase 3","Winter20","4",0
"Allocosmoecus partitus","Phase 3","Winter20","5",0
"Allocosmoecus partitus","Phase 4","Fall19","1",0
"Allocosmoecus partitus","Phase 4","Fall19","2",0
"Allocosmoecus partitus","Phase 4","Fall19","3",0
"Allocosmoecus partitus","Phase 4","Fall19","4",0
"Allocosmoecus partitus","Phase 4","Fall19","5",0
"Allocosmoecus partitus","Phase 4","Spring20","1",0
"Allocosmoecus partitus","Phase 4","Spring20","2",0
"Allocosmoecus partitus","Phase 4","Spring20","3",0
"Allocosmoecus partitus","Phase 4","Spring20","4",0
"Allocosmoecus partitus","Phase 4","Spring20","5",0
"Allocosmoecus partitus","Phase 4","Summer19","1",0
"Allocosmoecus partitus","Phase 4","Summer19","2",0
"Allocosmoecus partitus","Phase 4","Summer19","3",0
"Allocosmoecus partitus","Phase 4","Summer19","4",0
"Allocosmoecus partitus","Phase 4","Summer19","5",0
"Allocosmoecus partitus","Phase 4","Winter20","1",0
"Allocosmoecus partitus","Phase 4","Winter20","2",0
"Allocosmoecus partitus","Phase 4","Winter20","3",0
"Allocosmoecus partitus","Phase 4","Winter20","4",0
"Allocosmoecus partitus","Phase 4","Winter20","5",0
"Allocosmoecus partitus","Relic Channel","Fall19","1",0
"Allocosmoecus partitus","Relic Channel","Fall19","2",0
"Allocosmoecus partitus","Relic Channel","Fall19","3",0
"Allocosmoecus partitus","Relic Channel","Fall19","4",0
"Allocosmoecus partitus","Relic Channel","Fall19","5",0
"Allocosmoecus partitus","Relic Channel","Spring20","1",0
"Allocosmoecus partitus","Relic Channel","Spring20","2",0
"Allocosmoecus partitus","Relic Channel","Spring20","3",0
"Allocosmoecus partitus","Relic Channel","Spring20","4",0
"Allocosmoecus partitus","Relic Channel","Spring20","5",0
"Allocosmoecus partitus","Relic Channel","Summer19","1",0
"Allocosmoecus partitus","Relic Channel","Summer19","2",0
"Allocosmoecus partitus","Relic Channel","Summer19","3",0
"Allocosmoecus partitus","Relic Channel","Summer19","4",0
"Allocosmoecus partitus","Relic Channel","Summer19","5",0
"Allocosmoecus partitus","Relic Channel","Winter20","1",0
"Allocosmoecus partitus","Relic Channel","Winter20","2",0
"Allocosmoecus partitus","Relic Channel","Winter20","3",0
"Allocosmoecus partitus","Relic Channel","Winter20","4",0
"Allocosmoecus partitus","Relic Channel","Winter20","5",0
"Alotanypus","Disturbed","Fall19","1",0
"Alotanypus","Disturbed","Fall19","2",0
"Alotanypus","Disturbed","Fall19","3",0
"Alotanypus","Disturbed","Fall19","4",0
"Alotanypus","Disturbed","Fall19","5",0
"Alotanypus","Disturbed","Spring20","1",2.14179837
"Alotanypus","Disturbed","Spring20","2",0
"Alotanypus","Disturbed","Spring20","3",0.971777845
"Alotanypus","Disturbed","Spring20","4",0
"Alotanypus","Disturbed","Spring20","5",0
"Alotanypus","Disturbed","Summer19","1",0
"Alotanypus","Disturbed","Summer19","2",0
"Alotanypus","Disturbed","Summer19","3",0
"Alotanypus","Disturbed","Summer19","4",0
"Alotanypus","Disturbed","Summer19","5",0
"Alotanypus","Disturbed","Winter20","1",0
"Alotanypus","Disturbed","Winter20","2",0
"Alotanypus","Disturbed","Winter20","3",0
"Alotanypus","Disturbed","Winter20","4",0
"Alotanypus","Disturbed","Winter20","5",0
"Alotanypus","Flooded Forest","Fall19","1",0
"Alotanypus","Flooded Forest","Fall19","2",62.88207334
"Alotanypus","Flooded Forest","Fall19","3",0
"Alotanypus","Flooded Forest","Fall19","4",0
"Alotanypus","Flooded Forest","Fall19","5",0
"Alotanypus","Flooded Forest","Spring20","1",0.639937511
"Alotanypus","Flooded Forest","Spring20","2",0
"Alotanypus","Flooded Forest","Spring20","3",0
"Alotanypus","Flooded Forest","Spring20","4",0
"Alotanypus","Flooded Forest","Spring20","5",0
"Alotanypus","Flooded Forest","Summer19","1",0
"Alotanypus","Flooded Forest","Summer19","2",0
"Alotanypus","Flooded Forest","Summer19","3",0
"Alotanypus","Flooded Forest","Summer19","4",0
"Alotanypus","Flooded Forest","Summer19","5",0
"Alotanypus","Flooded Forest","Winter20","1",0
"Alotanypus","Flooded Forest","Winter20","2",0
"Alotanypus","Flooded Forest","Winter20","3",113.4337223
"Alotanypus","Flooded Forest","Winter20","4",11.71505043
"Alotanypus","Flooded Forest","Winter20","5",121.3583707
"Alotanypus","Phase 3","Fall19","1",0
"Alotanypus","Phase 3","Fall19","2",0
"Alotanypus","Phase 3","Fall19","3",0
"Alotanypus","Phase 3","Fall19","4",0
"Alotanypus","Phase 3","Fall19","5",0
"Alotanypus","Phase 3","Spring20","1",0
