"Treatment","Substrate","Date","Taxon","Stage","Insect","Origin","Order","Family","Season","Replicate","Biomass"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",11.43997197
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",31.80229286
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",1.644586779
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",2.663847082
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0.075568796
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella coloradensis/flavilinea","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0.041294842
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",57.42321413
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0.594774618
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",16.2065052
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",3.639908916
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",7.025376002
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",6.074761276
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",1.556191191
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",1.562692034
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",12.58302217
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",12.16033747
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",10.88541172
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.0295056
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cladotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",2.801139965
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0.104014794
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0.887577737
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.429548913
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.181008911
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",8.49137825
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",7.640007776
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",8.173829163
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",1.113875775
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",1.134468659
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",1.405971156
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.774821757
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",1.360832159
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",7.107346443
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.259032857
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.312044382
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.495794196
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.42003488
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.200021656
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.280023253
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Limnophyes","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.314785285
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",5.002772546
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",9.472776735
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",9.664278661
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.170516056
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.312044382
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.141421754
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.059011201
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.6491476
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.756582126
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.0295056
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.20328043
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",22.15677678
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",4.756599259
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",6.668444386
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",1.046070071
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","1",6.122227186
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","2",1.337546538
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",13.7255289
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",2.980614675
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",4.300888545
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","1",8.270378056
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","1",5.600288114
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","2",0.781652558
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","3",97.86051343
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","1",18.07059874
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Osobenus yakimae","L","insect","Aquatic","Plecoptera","Perlodidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","2",11.57861144
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae","Summer19","3",114.2940003
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","2",168.2536536
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","2",6.788775935
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","3",4.075339332
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","2",3.833012441
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","2",0.091977413
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","3",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",4.17319293
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",3.74163695
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",4.006685431
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","3",16.91240532
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.286909071
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.061705206
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.932282985
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",0
"Relic Floodplain Channel","Submerged Wood",2019-07-11,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",0.114637986
