"Taxon","Treatment","Season","Replicate","Biomass"
"Amiocentrus aspilus","Relic Channel","Summer19","1",0
"Amiocentrus aspilus","Relic Channel","Summer19","2",0
"Amiocentrus aspilus","Relic Channel","Summer19","3",0
"Amiocentrus aspilus","Relic Channel","Summer19","4",0
"Amiocentrus aspilus","Relic Channel","Summer19","5",0
"Amiocentrus aspilus","Relic Channel","Winter20","1",0
"Amiocentrus aspilus","Relic Channel","Winter20","2",0
"Amiocentrus aspilus","Relic Channel","Winter20","3",0
"Amiocentrus aspilus","Relic Channel","Winter20","4",0.124894841
"Amiocentrus aspilus","Relic Channel","Winter20","5",0
"Ampumixis dispar","Relic Channel","Fall19","1",0.696798243
"Ampumixis dispar","Relic Channel","Fall19","2",4.058154405
"Ampumixis dispar","Relic Channel","Fall19","3",0.380468264
"Ampumixis dispar","Relic Channel","Fall19","4",1.251466068
"Ampumixis dispar","Relic Channel","Fall19","5",0.163030651
"Ampumixis dispar","Relic Channel","Spring20","1",0
"Ampumixis dispar","Relic Channel","Spring20","2",0.253582098
"Ampumixis dispar","Relic Channel","Spring20","3",3.689832379
"Ampumixis dispar","Relic Channel","Spring20","4",0
"Ampumixis dispar","Relic Channel","Spring20","5",0.475129302
"Ampumixis dispar","Relic Channel","Summer19","1",0
"Ampumixis dispar","Relic Channel","Summer19","2",0
"Ampumixis dispar","Relic Channel","Summer19","3",1.311973538
"Ampumixis dispar","Relic Channel","Summer19","4",0
"Ampumixis dispar","Relic Channel","Summer19","5",7.613184631
"Ampumixis dispar","Relic Channel","Winter20","1",0.341024504
"Ampumixis dispar","Relic Channel","Winter20","2",0
"Ampumixis dispar","Relic Channel","Winter20","3",0.126886166
"Ampumixis dispar","Relic Channel","Winter20","4",0
"Ampumixis dispar","Relic Channel","Winter20","5",0
"Anafroptilum","Relic Channel","Fall19","1",0
"Anafroptilum","Relic Channel","Fall19","2",0
"Anafroptilum","Relic Channel","Fall19","3",0
"Anafroptilum","Relic Channel","Fall19","4",0
"Anafroptilum","Relic Channel","Fall19","5",0
"Anafroptilum","Relic Channel","Spring20","1",8.545639307
"Anafroptilum","Relic Channel","Spring20","2",0
"Anafroptilum","Relic Channel","Spring20","3",0.027136
"Anafroptilum","Relic Channel","Spring20","4",0
"Anafroptilum","Relic Channel","Spring20","5",11.07980826
"Anafroptilum","Relic Channel","Summer19","1",0
"Anafroptilum","Relic Channel","Summer19","2",0
"Anafroptilum","Relic Channel","Summer19","3",0
"Anafroptilum","Relic Channel","Summer19","4",0
"Anafroptilum","Relic Channel","Summer19","5",0
"Anafroptilum","Relic Channel","Winter20","1",0
"Anafroptilum","Relic Channel","Winter20","2",0
"Anafroptilum","Relic Channel","Winter20","3",0
"Anafroptilum","Relic Channel","Winter20","4",0
"Anafroptilum","Relic Channel","Winter20","5",0
"Anafroptilum/Procloeon","Relic Channel","Fall19","1",0
"Anafroptilum/Procloeon","Relic Channel","Fall19","2",0
"Anafroptilum/Procloeon","Relic Channel","Fall19","3",0
"Anafroptilum/Procloeon","Relic Channel","Fall19","4",0.622095543
"Anafroptilum/Procloeon","Relic Channel","Fall19","5",1.955551031
"Anafroptilum/Procloeon","Relic Channel","Spring20","1",0
"Anafroptilum/Procloeon","Relic Channel","Spring20","2",0
"Anafroptilum/Procloeon","Relic Channel","Spring20","3",0
"Anafroptilum/Procloeon","Relic Channel","Spring20","4",0
"Anafroptilum/Procloeon","Relic Channel","Spring20","5",0
"Anafroptilum/Procloeon","Relic Channel","Summer19","1",21.96200349
"Anafroptilum/Procloeon","Relic Channel","Summer19","2",8.913795149
"Anafroptilum/Procloeon","Relic Channel","Summer19","3",0
"Anafroptilum/Procloeon","Relic Channel","Summer19","4",0
"Anafroptilum/Procloeon","Relic Channel","Summer19","5",0
"Anafroptilum/Procloeon","Relic Channel","Winter20","1",0
"Anafroptilum/Procloeon","Relic Channel","Winter20","2",0
"Anafroptilum/Procloeon","Relic Channel","Winter20","3",0
"Anafroptilum/Procloeon","Relic Channel","Winter20","4",0
"Anafroptilum/Procloeon","Relic Channel","Winter20","5",0
"Antocha","Relic Channel","Fall19","1",0
"Antocha","Relic Channel","Fall19","2",0
"Antocha","Relic Channel","Fall19","3",0
"Antocha","Relic Channel","Fall19","4",0
"Antocha","Relic Channel","Fall19","5",0
"Antocha","Relic Channel","Spring20","1",0
"Antocha","Relic Channel","Spring20","2",0
"Antocha","Relic Channel","Spring20","3",0
"Antocha","Relic Channel","Spring20","4",0
"Antocha","Relic Channel","Spring20","5",0
"Antocha","Relic Channel","Summer19","1",0
"Antocha","Relic Channel","Summer19","2",0
"Antocha","Relic Channel","Summer19","3",0
"Antocha","Relic Channel","Summer19","4",0
"Antocha","Relic Channel","Summer19","5",0
"Antocha","Relic Channel","Winter20","1",0
"Antocha","Relic Channel","Winter20","2",0
"Antocha","Relic Channel","Winter20","3",0
"Antocha","Relic Channel","Winter20","4",0
"Antocha","Relic Channel","Winter20","5",0
"Apedilum","Relic Channel","Fall19","1",0
"Apedilum","Relic Channel","Fall19","2",0
"Apedilum","Relic Channel","Fall19","3",0
"Apedilum","Relic Channel","Fall19","4",0
"Apedilum","Relic Channel","Fall19","5",0
"Apedilum","Relic Channel","Spring20","1",0
"Apedilum","Relic Channel","Spring20","2",0
"Apedilum","Relic Channel","Spring20","3",0
"Apedilum","Relic Channel","Spring20","4",0
"Apedilum","Relic Channel","Spring20","5",0
"Apedilum","Relic Channel","Summer19","1",0
"Apedilum","Relic Channel","Summer19","2",0
"Apedilum","Relic Channel","Summer19","3",0
"Apedilum","Relic Channel","Summer19","4",0
"Apedilum","Relic Channel","Summer19","5",0
"Apedilum","Relic Channel","Winter20","1",0
"Apedilum","Relic Channel","Winter20","2",0
"Apedilum","Relic Channel","Winter20","3",0
"Apedilum","Relic Channel","Winter20","4",0
"Apedilum","Relic Channel","Winter20","5",0
"Arctopsyche","Relic Channel","Fall19","1",0
"Arctopsyche","Relic Channel","Fall19","2",0
"Arctopsyche","Relic Channel","Fall19","3",0
"Arctopsyche","Relic Channel","Fall19","4",0
"Arctopsyche","Relic Channel","Fall19","5",0
"Arctopsyche","Relic Channel","Spring20","1",0
"Arctopsyche","Relic Channel","Spring20","2",0
"Arctopsyche","Relic Channel","Spring20","3",0
"Arctopsyche","Relic Channel","Spring20","4",0
"Arctopsyche","Relic Channel","Spring20","5",0
"Arctopsyche","Relic Channel","Summer19","1",0
"Arctopsyche","Relic Channel","Summer19","2",0
"Arctopsyche","Relic Channel","Summer19","3",0
"Arctopsyche","Relic Channel","Summer19","4",0
"Arctopsyche","Relic Channel","Summer19","5",0
"Arctopsyche","Relic Channel","Winter20","1",45.31273581
"Arctopsyche","Relic Channel","Winter20","2",0
"Arctopsyche","Relic Channel","Winter20","3",0
"Arctopsyche","Relic Channel","Winter20","4",31.17285524
"Arctopsyche","Relic Channel","Winter20","5",0
"Arctopsychinae","Relic Channel","Fall19","1",0
"Arctopsychinae","Relic Channel","Fall19","2",0
"Arctopsychinae","Relic Channel","Fall19","3",0
"Arctopsychinae","Relic Channel","Fall19","4",0
"Arctopsychinae","Relic Channel","Fall19","5",0
"Arctopsychinae","Relic Channel","Spring20","1",0
"Arctopsychinae","Relic Channel","Spring20","2",0
"Arctopsychinae","Relic Channel","Spring20","3",0
"Arctopsychinae","Relic Channel","Spring20","4",0
"Arctopsychinae","Relic Channel","Spring20","5",0
"Arctopsychinae","Relic Channel","Summer19","1",0
"Arctopsychinae","Relic Channel","Summer19","2",0
"Arctopsychinae","Relic Channel","Summer19","3",0
"Arctopsychinae","Relic Channel","Summer19","4",0
"Arctopsychinae","Relic Channel","Summer19","5",0
"Arctopsychinae","Relic Channel","Winter20","1",0
"Arctopsychinae","Relic Channel","Winter20","2",0
"Arctopsychinae","Relic Channel","Winter20","3",0
"Arctopsychinae","Relic Channel","Winter20","4",0
"Arctopsychinae","Relic Channel","Winter20","5",0
"Atherix","Relic Channel","Fall19","1",0
"Atherix","Relic Channel","Fall19","2",0
"Atherix","Relic Channel","Fall19","3",0
"Atherix","Relic Channel","Fall19","4",0
"Atherix","Relic Channel","Fall19","5",0
"Atherix","Relic Channel","Spring20","1",0
"Atherix","Relic Channel","Spring20","2",0
"Atherix","Relic Channel","Spring20","3",0
"Atherix","Relic Channel","Spring20","4",0
"Atherix","Relic Channel","Spring20","5",0
"Atherix","Relic Channel","Summer19","1",0
"Atherix","Relic Channel","Summer19","2",0
"Atherix","Relic Channel","Summer19","3",0
"Atherix","Relic Channel","Summer19","4",0
"Atherix","Relic Channel","Summer19","5",0
"Atherix","Relic Channel","Winter20","1",0
"Atherix","Relic Channel","Winter20","2",0
"Atherix","Relic Channel","Winter20","3",0
"Atherix","Relic Channel","Winter20","4",0
"Atherix","Relic Channel","Winter20","5",0
"Atractides","Relic Channel","Fall19","1",0
"Atractides","Relic Channel","Fall19","2",1.5264
"Atractides","Relic Channel","Fall19","3",0
"Atractides","Relic Channel","Fall19","4",0
"Atractides","Relic Channel","Fall19","5",0
"Atractides","Relic Channel","Spring20","1",0.636
"Atractides","Relic Channel","Spring20","2",3.391152
"Atractides","Relic Channel","Spring20","3",0.54272
"Atractides","Relic Channel","Spring20","4",0.318
"Atractides","Relic Channel","Spring20","5",0.462584
"Atractides","Relic Channel","Summer19","1",0
"Atractides","Relic Channel","Summer19","2",0
"Atractides","Relic Channel","Summer19","3",0.3975
"Atractides","Relic Channel","Summer19","4",0
"Atractides","Relic Channel","Summer19","5",0
"Atractides","Relic Channel","Winter20","1",0
"Atractides","Relic Channel","Winter20","2",0
"Atractides","Relic Channel","Winter20","3",0
"Atractides","Relic Channel","Winter20","4",0
"Atractides","Relic Channel","Winter20","5",0
"Attenella delantala","Relic Channel","Fall19","1",0.842565093
"Attenella delantala","Relic Channel","Fall19","2",1.89577146
"Attenella delantala","Relic Channel","Fall19","3",2.594140428
"Attenella delantala","Relic Channel","Fall19","4",3.081868122
"Attenella delantala","Relic Channel","Fall19","5",0
"Attenella delantala","Relic Channel","Spring20","1",9.171961062
"Attenella delantala","Relic Channel","Spring20","2",46.88299714
"Attenella delantala","Relic Channel","Spring20","3",6.026889982
"Attenella delantala","Relic Channel","Spring20","4",4.585980531
"Attenella delantala","Relic Channel","Spring20","5",7.343354508
"Attenella delantala","Relic Channel","Summer19","1",0
"Attenella delantala","Relic Channel","Summer19","2",0
"Attenella delantala","Relic Channel","Summer19","3",0
"Attenella delantala","Relic Channel","Summer19","4",0
"Attenella delantala","Relic Channel","Summer19","5",0
"Attenella delantala","Relic Channel","Winter20","1",5.202022194
"Attenella delantala","Relic Channel","Winter20","2",10.44788402
"Attenella delantala","Relic Channel","Winter20","3",0.638176061
"Attenella delantala","Relic Channel","Winter20","4",1.986623758
"Attenella delantala","Relic Channel","Winter20","5",0
"Attenella margarita","Relic Channel","Fall19","1",0
"Attenella margarita","Relic Channel","Fall19","2",0
"Attenella margarita","Relic Channel","Fall19","3",0
"Attenella margarita","Relic Channel","Fall19","4",0
"Attenella margarita","Relic Channel","Fall19","5",0
"Attenella margarita","Relic Channel","Spring20","1",0
"Attenella margarita","Relic Channel","Spring20","2",0
"Attenella margarita","Relic Channel","Spring20","3",0
"Attenella margarita","Relic Channel","Spring20","4",0
"Attenella margarita","Relic Channel","Spring20","5",0
"Attenella margarita","Relic Channel","Summer19","1",34.33020925
"Attenella margarita","Relic Channel","Summer19","2",5.585440222
"Attenella margarita","Relic Channel","Summer19","3",2.690959776
"Attenella margarita","Relic Channel","Summer19","4",0.457244713
"Attenella margarita","Relic Channel","Summer19","5",3.050218224
"Attenella margarita","Relic Channel","Winter20","1",0
"Attenella margarita","Relic Channel","Winter20","2",0
"Attenella margarita","Relic Channel","Winter20","3",0
"Attenella margarita","Relic Channel","Winter20","4",0
"Attenella margarita","Relic Channel","Winter20","5",0
"Baetis alius","Relic Channel","Fall19","1",0
"Baetis alius","Relic Channel","Fall19","2",0
"Baetis alius","Relic Channel","Fall19","3",0
"Baetis alius","Relic Channel","Fall19","4",0
"Baetis alius","Relic Channel","Fall19","5",0
"Baetis alius","Relic Channel","Spring20","1",0
"Baetis alius","Relic Channel","Spring20","2",0
"Baetis alius","Relic Channel","Spring20","3",0
"Baetis alius","Relic Channel","Spring20","4",0
"Baetis alius","Relic Channel","Spring20","5",0
"Baetis alius","Relic Channel","Summer19","1",145.6042778
"Baetis alius","Relic Channel","Summer19","2",201.7217673
"Baetis alius","Relic Channel","Summer19","3",48.521327
"Baetis alius","Relic Channel","Summer19","4",266.6469087
"Baetis alius","Relic Channel","Summer19","5",154.4769789
"Baetis alius","Relic Channel","Winter20","1",0
"Baetis alius","Relic Channel","Winter20","2",0
"Baetis alius","Relic Channel","Winter20","3",0
"Baetis alius","Relic Channel","Winter20","4",0
"Baetis alius","Relic Channel","Winter20","5",0
"Baetis flavistriga","Relic Channel","Fall19","1",0
"Baetis flavistriga","Relic Channel","Fall19","2",0
"Baetis flavistriga","Relic Channel","Fall19","3",0
"Baetis flavistriga","Relic Channel","Fall19","4",0
"Baetis flavistriga","Relic Channel","Fall19","5",0
"Baetis flavistriga","Relic Channel","Spring20","1",0
"Baetis flavistriga","Relic Channel","Spring20","2",0
"Baetis flavistriga","Relic Channel","Spring20","3",0
"Baetis flavistriga","Relic Channel","Spring20","4",0
"Baetis flavistriga","Relic Channel","Spring20","5",0
"Baetis flavistriga","Relic Channel","Summer19","1",0
"Baetis flavistriga","Relic Channel","Summer19","2",0
"Baetis flavistriga","Relic Channel","Summer19","3",0
"Baetis flavistriga","Relic Channel","Summer19","4",0
"Baetis flavistriga","Relic Channel","Summer19","5",0
"Baetis flavistriga","Relic Channel","Winter20","1",0
"Baetis flavistriga","Relic Channel","Winter20","2",0
"Baetis flavistriga","Relic Channel","Winter20","3",0
"Baetis flavistriga","Relic Channel","Winter20","4",0
"Baetis flavistriga","Relic Channel","Winter20","5",0
"Baetis tricaudatus complex","Relic Channel","Fall19","1",140.8670599
"Baetis tricaudatus complex","Relic Channel","Fall19","2",159.4707674
"Baetis tricaudatus complex","Relic Channel","Fall19","3",276.8849576
"Baetis tricaudatus complex","Relic Channel","Fall19","4",132.670364
"Baetis tricaudatus complex","Relic Channel","Fall19","5",126.4865356
"Baetis tricaudatus complex","Relic Channel","Spring20","1",34.03305211
"Baetis tricaudatus complex","Relic Channel","Spring20","2",84.86622138
"Baetis tricaudatus complex","Relic Channel","Spring20","3",74.80860251
"Baetis tricaudatus complex","Relic Channel","Spring20","4",71.03057569
"Baetis tricaudatus complex","Relic Channel","Spring20","5",37.69579599
"Baetis tricaudatus complex","Relic Channel","Summer19","1",143.7896635
"Baetis tricaudatus complex","Relic Channel","Summer19","2",17.8367872
"Baetis tricaudatus complex","Relic Channel","Summer19","3",27.22455052
"Baetis tricaudatus complex","Relic Channel","Summer19","4",45.60511959
"Baetis tricaudatus complex","Relic Channel","Summer19","5",21.58916179
"Baetis tricaudatus complex","Relic Channel","Winter20","1",178.5488686
"Baetis tricaudatus complex","Relic Channel","Winter20","2",191.8456309
"Baetis tricaudatus complex","Relic Channel","Winter20","3",177.5289277
"Baetis tricaudatus complex","Relic Channel","Winter20","4",191.263412
"Baetis tricaudatus complex","Relic Channel","Winter20","5",142.7018917
"Bittacomorpha","Relic Channel","Fall19","1",0
"Bittacomorpha","Relic Channel","Fall19","2",0
"Bittacomorpha","Relic Channel","Fall19","3",0
"Bittacomorpha","Relic Channel","Fall19","4",0
"Bittacomorpha","Relic Channel","Fall19","5",0
"Bittacomorpha","Relic Channel","Spring20","1",0
"Bittacomorpha","Relic Channel","Spring20","2",0
"Bittacomorpha","Relic Channel","Spring20","3",0
"Bittacomorpha","Relic Channel","Spring20","4",0
"Bittacomorpha","Relic Channel","Spring20","5",0
"Bittacomorpha","Relic Channel","Summer19","1",0
"Bittacomorpha","Relic Channel","Summer19","2",0
"Bittacomorpha","Relic Channel","Summer19","3",0
"Bittacomorpha","Relic Channel","Summer19","4",0
"Bittacomorpha","Relic Channel","Summer19","5",0
"Bittacomorpha","Relic Channel","Winter20","1",0
"Bittacomorpha","Relic Channel","Winter20","2",0
"Bittacomorpha","Relic Channel","Winter20","3",0
"Bittacomorpha","Relic Channel","Winter20","4",0
"Bittacomorpha","Relic Channel","Winter20","5",0
"Blephariceridae","Relic Channel","Fall19","1",0
"Blephariceridae","Relic Channel","Fall19","2",0
"Blephariceridae","Relic Channel","Fall19","3",0
"Blephariceridae","Relic Channel","Fall19","4",0
"Blephariceridae","Relic Channel","Fall19","5",0
"Blephariceridae","Relic Channel","Spring20","1",0
"Blephariceridae","Relic Channel","Spring20","2",0
"Blephariceridae","Relic Channel","Spring20","3",0
"Blephariceridae","Relic Channel","Spring20","4",0
"Blephariceridae","Relic Channel","Spring20","5",0
"Blephariceridae","Relic Channel","Summer19","1",0
"Blephariceridae","Relic Channel","Summer19","2",0
"Blephariceridae","Relic Channel","Summer19","3",0
"Blephariceridae","Relic Channel","Summer19","4",0
"Blephariceridae","Relic Channel","Summer19","5",0
"Blephariceridae","Relic Channel","Winter20","1",0
"Blephariceridae","Relic Channel","Winter20","2",0
"Blephariceridae","Relic Channel","Winter20","3",0
"Blephariceridae","Relic Channel","Winter20","4",0
"Blephariceridae","Relic Channel","Winter20","5",0
"Boreochlus","Relic Channel","Fall19","1",0
"Boreochlus","Relic Channel","Fall19","2",0
"Boreochlus","Relic Channel","Fall19","3",0
"Boreochlus","Relic Channel","Fall19","4",0
"Boreochlus","Relic Channel","Fall19","5",0
"Boreochlus","Relic Channel","Spring20","1",0
"Boreochlus","Relic Channel","Spring20","2",0
"Boreochlus","Relic Channel","Spring20","3",0
"Boreochlus","Relic Channel","Spring20","4",0
"Boreochlus","Relic Channel","Spring20","5",0
"Boreochlus","Relic Channel","Summer19","1",0
"Boreochlus","Relic Channel","Summer19","2",0
"Boreochlus","Relic Channel","Summer19","3",0
"Boreochlus","Relic Channel","Summer19","4",0
"Boreochlus","Relic Channel","Summer19","5",0
"Boreochlus","Relic Channel","Winter20","1",0
"Boreochlus","Relic Channel","Winter20","2",0
"Boreochlus","Relic Channel","Winter20","3",0
"Boreochlus","Relic Channel","Winter20","4",0
"Boreochlus","Relic Channel","Winter20","5",0
"Brachycentrus americanus","Relic Channel","Fall19","1",1.025953255
"Brachycentrus americanus","Relic Channel","Fall19","2",1.770136735
"Brachycentrus americanus","Relic Channel","Fall19","3",2.22475747
"Brachycentrus americanus","Relic Channel","Fall19","4",2.595210855
"Brachycentrus americanus","Relic Channel","Fall19","5",0.394094174
"Brachycentrus americanus","Relic Channel","Spring20","1",0
"Brachycentrus americanus","Relic Channel","Spring20","2",90.03607233
"Brachycentrus americanus","Relic Channel","Spring20","3",32.72503195
"Brachycentrus americanus","Relic Channel","Spring20","4",25.3225852
"Brachycentrus americanus","Relic Channel","Spring20","5",26.41203825
"Brachycentrus americanus","Relic Channel","Summer19","1",0
"Brachycentrus americanus","Relic Channel","Summer19","2",0
"Brachycentrus americanus","Relic Channel","Summer19","3",0
"Brachycentrus americanus","Relic Channel","Summer19","4",0
"Brachycentrus americanus","Relic Channel","Summer19","5",0
"Brachycentrus americanus","Relic Channel","Winter20","1",17.67464021
"Brachycentrus americanus","Relic Channel","Winter20","2",1.651710782
"Brachycentrus americanus","Relic Channel","Winter20","3",6.67251179
"Brachycentrus americanus","Relic Channel","Winter20","4",10.41819073
"Brachycentrus americanus","Relic Channel","Winter20","5",0.746837775
"Brachycentrus occidentalis","Relic Channel","Fall19","1",0
"Brachycentrus occidentalis","Relic Channel","Fall19","2",0
"Brachycentrus occidentalis","Relic Channel","Fall19","3",0
"Brachycentrus occidentalis","Relic Channel","Fall19","4",0
"Brachycentrus occidentalis","Relic Channel","Fall19","5",0
"Brachycentrus occidentalis","Relic Channel","Spring20","1",0
"Brachycentrus occidentalis","Relic Channel","Spring20","2",0
"Brachycentrus occidentalis","Relic Channel","Spring20","3",0
"Brachycentrus occidentalis","Relic Channel","Spring20","4",0
"Brachycentrus occidentalis","Relic Channel","Spring20","5",0
"Brachycentrus occidentalis","Relic Channel","Summer19","1",0
