"Treatment","Substrate","Date","Taxon","Stage","Insect","Origin","Order","Family","Season","Replicate","Biomass"
"Phase 4","Benthic",2019-07-16,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","4",16.92696664
"Phase 4","Benthic",2019-07-16,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","1",55.26925089
"Phase 4","Benthic",2019-07-16,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","2",193.4035531
"Phase 4","Benthic",2019-07-16,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","3",79.05441323
"Phase 4","Benthic",2019-07-16,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","4",4.982514858
"Phase 4","Benthic",2019-07-16,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae","Summer19","5",54.49283108
"Phase 4","Benthic",2019-07-16,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","1",32.59570269
"Phase 4","Benthic",2019-07-16,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","2",17.72814664
"Phase 4","Benthic",2019-07-16,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","3",7.363534685
"Phase 4","Benthic",2019-07-16,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","4",41.62571535
"Phase 4","Benthic",2019-07-16,"Clinocera","L","insect","Aquatic","Diptera","Empididae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","1",142.8481092
"Phase 4","Benthic",2019-07-16,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",480.3587367
"Phase 4","Benthic",2019-07-16,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",361.8302794
"Phase 4","Benthic",2019-07-16,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","4",168.6207009
"Phase 4","Benthic",2019-07-16,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","5",218.1259305
"Phase 4","Benthic",2019-07-16,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","1",523.293172
"Phase 4","Benthic",2019-07-16,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","2",606.3725426
"Phase 4","Benthic",2019-07-16,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","3",504.6476788
"Phase 4","Benthic",2019-07-16,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","4",323.3802783
"Phase 4","Benthic",2019-07-16,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae","Summer19","5",425.7050319
"Phase 4","Benthic",2019-07-16,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",56.47401633
"Phase 4","Benthic",2019-07-16,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",34.26915705
"Phase 4","Benthic",2019-07-16,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",74.54466889
"Phase 4","Benthic",2019-07-16,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",12.90817765
"Phase 4","Benthic",2019-07-16,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",17.38927067
"Phase 4","Benthic",2019-07-16,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",24.44001774
"Phase 4","Benthic",2019-07-16,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",96.42882668
"Phase 4","Benthic",2019-07-16,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",88.49256228
"Phase 4","Benthic",2019-07-16,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",15.70685804
"Phase 4","Benthic",2019-07-16,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",70.68778548
"Phase 4","Benthic",2019-07-16,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",50.93912187
"Phase 4","Benthic",2019-07-16,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",49.83192296
"Phase 4","Benthic",2019-07-16,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",50.79092466
"Phase 4","Benthic",2019-07-16,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",126.666004
"Phase 4","Benthic",2019-07-16,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",431.8370671
"Phase 4","Benthic",2019-07-16,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",290.8007741
"Phase 4","Benthic",2019-07-16,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",131.3178972
"Phase 4","Benthic",2019-07-16,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",82.9985443
"Phase 4","Benthic",2019-07-16,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","1",135.2184865
"Phase 4","Benthic",2019-07-16,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",6.827954533
"Phase 4","Benthic",2019-07-16,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",30.62626585
"Phase 4","Benthic",2019-07-16,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","1",4.748196611
"Phase 4","Benthic",2019-07-16,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","5",4.272842844
"Phase 4","Benthic",2019-07-16,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","1",193.9327932
"Phase 4","Benthic",2019-07-16,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","2",176.9377911
"Phase 4","Benthic",2019-07-16,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","4",79.52369625
"Phase 4","Benthic",2019-07-16,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae","Summer19","5",7.33715357
"Phase 4","Benthic",2019-07-16,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",0.235603103
"Phase 4","Benthic",2019-07-16,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",11.36307856
"Phase 4","Benthic",2019-07-16,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",1.300662836
"Phase 4","Benthic",2019-07-16,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",0.680787905
"Phase 4","Benthic",2019-07-16,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",0.765790669
"Phase 4","Benthic",2019-07-16,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",0.612632535
"Phase 4","Benthic",2019-07-16,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",2.303988223
"Phase 4","Benthic",2019-07-16,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",1.295831396
"Phase 4","Benthic",2019-07-16,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",2.525927906
"Phase 4","Benthic",2019-07-16,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",1.665627226
"Phase 4","Benthic",2019-07-16,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",1.300662836
"Phase 4","Benthic",2019-07-16,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",0.916391008
"Phase 4","Benthic",2019-07-16,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",2.591731512
"Phase 4","Benthic",2019-07-16,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.475217855
"Phase 4","Benthic",2019-07-16,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0.099862989
"Phase 4","Benthic",2019-07-16,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.36157581
"Phase 4","Benthic",2019-07-16,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.680787905
"Phase 4","Benthic",2019-07-16,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",1.590122182
"Phase 4","Benthic",2019-07-16,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.060081454
"Phase 4","Benthic",2019-07-16,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.908489806
"Phase 4","Benthic",2019-07-16,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.060081454
"Phase 4","Benthic",2019-07-16,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.235603103
"Phase 4","Benthic",2019-07-16,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.612632535
"Phase 4","Benthic",2019-07-16,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.151414968
"Phase 4","Benthic",2019-07-16,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.680787905
"Phase 4","Benthic",2019-07-16,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.765790669
"Phase 4","Benthic",2019-07-16,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Krenosmittia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.235603103
"Phase 4","Benthic",2019-07-16,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",1.531581339
"Phase 4","Benthic",2019-07-16,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",15.5842315
"Phase 4","Benthic",2019-07-16,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.265020364
"Phase 4","Benthic",2019-07-16,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",4.288427748
"Phase 4","Benthic",2019-07-16,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",3.338483426
"Phase 4","Benthic",2019-07-16,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",7.813216347
"Phase 4","Benthic",2019-07-16,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.445361576
"Phase 4","Benthic",2019-07-16,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",4.664533654
"Phase 4","Benthic",2019-07-16,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.235603103
"Phase 4","Benthic",2019-07-16,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",2.297372008
"Phase 4","Benthic",2019-07-16,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Phase 4","Benthic",2019-07-16,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Phase 4","Benthic",2019-07-16,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",0.235603103
"Phase 4","Benthic",2019-07-16,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",4.482511701
"Phase 4","Benthic",2019-07-16,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",3.063162677
"Phase 4","Benthic",2019-07-16,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.875043471
"Phase 4","Benthic",2019-07-16,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0.212016291
"Phase 4","Benthic",2019-07-16,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",34.22919098
"Phase 4","Benthic",2019-07-16,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",40.83643223
"Phase 4","Benthic",2019-07-16,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",50.95662721
"Phase 4","Benthic",2019-07-16,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",9.872284032
"Phase 4","Benthic",2019-07-16,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",4.726637333
"Phase 4","Benthic",2019-07-16,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","1",45.86640648
"Phase 4","Benthic",2019-07-16,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","2",0
"Phase 4","Benthic",2019-07-16,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","3",5.234857308
"Phase 4","Benthic",2019-07-16,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","4",27.78861011
"Phase 4","Benthic",2019-07-16,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae","Summer19","5",0
"Phase 4","Benthic",2019-07-16,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae","Summer19","1",55.38317397
"Phase 4","Benthic",2019-07-16,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae","Summer19","2",32.93549139
"Phase 4","Benthic",2019-07-16,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae","Summer19","3",24.2796867
"Phase 4","Benthic",2019-07-16,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae","Summer19","4",14.9264635
"Phase 4","Benthic",2019-07-16,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae","Summer19","5",10.89572159
"Phase 4","Benthic",2019-07-16,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","1",19.37346072
"Phase 4","Benthic",2019-07-16,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","2",16.37139953
"Phase 4","Benthic",2019-07-16,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","3",15.59867765
"Phase 4","Benthic",2019-07-16,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","4",9.015176627
"Phase 4","Benthic",2019-07-16,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae","Summer19","5",3.223601397
"Phase 4","Benthic",2019-07-16,"Calineuria californica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","1",21.73115652
"Phase 4","Benthic",2019-07-16,"Calineuria californica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","2",5.616665091
"Phase 4","Benthic",2019-07-16,"Calineuria californica","L","insect","Aquatic","Plecoptera","Perlidae","Summer19","3",12.7575739
