"Treatment","Substrate","Date","Taxon","Stage","Insect","Origin","Order","Family","Season","Replicate","Biomass"
"Relic Floodplain Channel","Benthic",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","2",41.74428107
"Relic Floodplain Channel","Benthic",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","3",7.416170656
"Relic Floodplain Channel","Benthic",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","4",11.47729516
"Relic Floodplain Channel","Benthic",2019-07-11,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","1",20.49153601
"Relic Floodplain Channel","Benthic",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","2",4.618269587
"Relic Floodplain Channel","Benthic",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","3",1.348145627
"Relic Floodplain Channel","Benthic",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","4",40.7611696
"Relic Floodplain Channel","Benthic",2019-07-11,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae","Summer19","5",1.10152591
"Relic Floodplain Channel","Benthic",2019-07-11,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",0.37147021
"Relic Floodplain Channel","Benthic",2019-07-11,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Microtendipes pedellus group","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","1",8.73168365
"Relic Floodplain Channel","Benthic",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","2",5.355428112
"Relic Floodplain Channel","Benthic",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","3",2.510904849
"Relic Floodplain Channel","Benthic",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","4",14.00335639
"Relic Floodplain Channel","Benthic",2019-07-11,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae","Summer19","5",4.713729765
"Relic Floodplain Channel","Benthic",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",12.13574186
"Relic Floodplain Channel","Benthic",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",1.024842625
"Relic Floodplain Channel","Benthic",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",2.002833429
"Relic Floodplain Channel","Benthic",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",6.95116722
"Relic Floodplain Channel","Benthic",2019-07-11,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","1",0.742940419
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","2",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","4",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",49.2293785
"Relic Floodplain Channel","Benthic",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",27.06526333
"Relic Floodplain Channel","Benthic",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",5.487817164
"Relic Floodplain Channel","Benthic",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","4",37.15810732
"Relic Floodplain Channel","Benthic",2019-07-11,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","5",12.02199087
"Relic Floodplain Channel","Benthic",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","1",2.278869676
"Relic Floodplain Channel","Benthic",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","2",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","3",0.50807142
"Relic Floodplain Channel","Benthic",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","4",3.161922162
"Relic Floodplain Channel","Benthic",2019-07-11,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",9.535296859
"Relic Floodplain Channel","Benthic",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",11.42272696
"Relic Floodplain Channel","Benthic",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",1.557275627
"Relic Floodplain Channel","Benthic",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",14.0351026
"Relic Floodplain Channel","Benthic",2019-07-11,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.826048358
"Relic Floodplain Channel","Benthic",2019-07-11,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.114410629
"Relic Floodplain Channel","Benthic",2019-07-11,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.688169544
"Relic Floodplain Channel","Benthic",2019-07-11,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.165637727
"Relic Floodplain Channel","Benthic",2019-07-11,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",2.299493355
"Relic Floodplain Channel","Benthic",2019-07-11,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.108173018
"Relic Floodplain Channel","Benthic",2019-07-11,"Cricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",4.086325837
"Relic Floodplain Channel","Benthic",2019-07-11,"Cricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Cricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Cricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Cricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",12.45540679
"Relic Floodplain Channel","Benthic",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.583146969
"Relic Floodplain Channel","Benthic",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0.830563797
"Relic Floodplain Channel","Benthic",2019-07-11,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0.861689129
"Relic Floodplain Channel","Benthic",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",1.444853464
"Relic Floodplain Channel","Benthic",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",1.577398521
"Relic Floodplain Channel","Benthic",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.239309584
"Relic Floodplain Channel","Benthic",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",1.149746677
"Relic Floodplain Channel","Benthic",2019-07-11,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0.811738109
"Relic Floodplain Channel","Benthic",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",2.278869676
"Relic Floodplain Channel","Benthic",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",2.638226017
"Relic Floodplain Channel","Benthic",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.50807142
"Relic Floodplain Channel","Benthic",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.283071507
"Relic Floodplain Channel","Benthic",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",21.97642595
"Relic Floodplain Channel","Benthic",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",2.080276321
"Relic Floodplain Channel","Benthic",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",4.332988307
"Relic Floodplain Channel","Benthic",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",20.32720072
"Relic Floodplain Channel","Benthic",2019-07-11,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",2.406815901
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",3.352252931
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",2.049685249
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0.239309584
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",3.999347474
"Relic Floodplain Channel","Benthic",2019-07-11,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",1.763937012
"Relic Floodplain Channel","Benthic",2019-07-11,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",2.278869676
"Relic Floodplain Channel","Benthic",2019-07-11,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.258063579
"Relic Floodplain Channel","Benthic",2019-07-11,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",2.14676651
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",0.172042386
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",2.555183813
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",0
"Relic Floodplain Channel","Benthic",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","1",63.78239732
"Relic Floodplain Channel","Benthic",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","2",5.198644625
"Relic Floodplain Channel","Benthic",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","3",9.866905884
"Relic Floodplain Channel","Benthic",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","4",40.64608731
"Relic Floodplain Channel","Benthic",2019-07-11,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae","Summer19","5",4.364517721
"Relic Floodplain Channel","Benthic",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",27.92740309
"Relic Floodplain Channel","Benthic",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",7.701715134
"Relic Floodplain Channel","Benthic",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",10.07362438
"Relic Floodplain Channel","Benthic",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",6.688615246
"Relic Floodplain Channel","Benthic",2019-07-11,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",16.76943597
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","1",57.33900914
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","2",25.87324662
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","3",11.76507929
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","4",48.80562057
"Relic Floodplain Channel","Benthic",2019-07-11,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae","Summer19","5",27.07021034
