"Taxon","Treatment","Season","Replicate","Biomass"
"Ameletus","Flooded Forest","Fall19","2",0
"Ameletus","Flooded Forest","Fall19","3",0
"Ameletus","Flooded Forest","Fall19","4",0
"Ameletus","Flooded Forest","Fall19","5",0
"Ameletus","Flooded Forest","Spring20","1",8.289637147
"Ameletus","Flooded Forest","Spring20","2",25.24498557
"Ameletus","Flooded Forest","Spring20","3",22.96763949
"Ameletus","Flooded Forest","Spring20","4",0
"Ameletus","Flooded Forest","Spring20","5",16.4250656
"Ameletus","Flooded Forest","Summer19","1",0
"Ameletus","Flooded Forest","Summer19","2",0
"Ameletus","Flooded Forest","Summer19","3",0
"Ameletus","Flooded Forest","Summer19","4",0
"Ameletus","Flooded Forest","Summer19","5",0
"Ameletus","Flooded Forest","Winter20","1",10.60864191
"Ameletus","Flooded Forest","Winter20","2",0.691008163
"Ameletus","Flooded Forest","Winter20","3",30.84765036
"Ameletus","Flooded Forest","Winter20","4",0
"Ameletus","Flooded Forest","Winter20","5",0
"Amiocentrus aspilus","Flooded Forest","Fall19","1",0
"Amiocentrus aspilus","Flooded Forest","Fall19","2",0
"Amiocentrus aspilus","Flooded Forest","Fall19","3",0
"Amiocentrus aspilus","Flooded Forest","Fall19","4",0
"Amiocentrus aspilus","Flooded Forest","Fall19","5",0
"Amiocentrus aspilus","Flooded Forest","Spring20","1",0.167093685
"Amiocentrus aspilus","Flooded Forest","Spring20","2",0
"Amiocentrus aspilus","Flooded Forest","Spring20","3",0
"Amiocentrus aspilus","Flooded Forest","Spring20","4",0
"Amiocentrus aspilus","Flooded Forest","Spring20","5",0
"Amiocentrus aspilus","Flooded Forest","Summer19","1",0
"Amiocentrus aspilus","Flooded Forest","Summer19","2",0
"Amiocentrus aspilus","Flooded Forest","Summer19","3",0
"Amiocentrus aspilus","Flooded Forest","Summer19","4",0
"Amiocentrus aspilus","Flooded Forest","Summer19","5",0
"Amiocentrus aspilus","Flooded Forest","Winter20","1",0.105608996
"Amiocentrus aspilus","Flooded Forest","Winter20","2",0
"Amiocentrus aspilus","Flooded Forest","Winter20","3",0
"Amiocentrus aspilus","Flooded Forest","Winter20","4",0
"Amiocentrus aspilus","Flooded Forest","Winter20","5",0
"Ampumixis dispar","Flooded Forest","Fall19","1",0.881197791
"Ampumixis dispar","Flooded Forest","Fall19","2",0
"Ampumixis dispar","Flooded Forest","Fall19","3",0
"Ampumixis dispar","Flooded Forest","Fall19","4",0
"Ampumixis dispar","Flooded Forest","Fall19","5",0
"Ampumixis dispar","Flooded Forest","Spring20","1",0
"Ampumixis dispar","Flooded Forest","Spring20","2",0
"Ampumixis dispar","Flooded Forest","Spring20","3",0
"Ampumixis dispar","Flooded Forest","Spring20","4",0
"Ampumixis dispar","Flooded Forest","Spring20","5",0.233355454
"Ampumixis dispar","Flooded Forest","Summer19","1",10.66833526
"Ampumixis dispar","Flooded Forest","Summer19","2",0
"Ampumixis dispar","Flooded Forest","Summer19","3",0.214184609
"Ampumixis dispar","Flooded Forest","Summer19","4",0
"Ampumixis dispar","Flooded Forest","Summer19","5",0
"Ampumixis dispar","Flooded Forest","Winter20","1",0
"Ampumixis dispar","Flooded Forest","Winter20","2",5.945107319
"Ampumixis dispar","Flooded Forest","Winter20","3",2.341447604
"Ampumixis dispar","Flooded Forest","Winter20","4",0
"Ampumixis dispar","Flooded Forest","Winter20","5",10.88580292
"Anafroptilum","Flooded Forest","Fall19","1",0
"Anafroptilum","Flooded Forest","Fall19","2",0
"Anafroptilum","Flooded Forest","Fall19","3",0
"Anafroptilum","Flooded Forest","Fall19","4",0
"Anafroptilum","Flooded Forest","Fall19","5",0
"Anafroptilum","Flooded Forest","Spring20","1",4.4276422
"Anafroptilum","Flooded Forest","Spring20","2",42.49342305
"Anafroptilum","Flooded Forest","Spring20","3",125.2718345
"Anafroptilum","Flooded Forest","Spring20","4",114.0264365
"Anafroptilum","Flooded Forest","Spring20","5",29.74997334
"Anafroptilum","Flooded Forest","Summer19","1",0
"Anafroptilum","Flooded Forest","Summer19","2",0
"Anafroptilum","Flooded Forest","Summer19","3",0
"Anafroptilum","Flooded Forest","Summer19","4",0
"Anafroptilum","Flooded Forest","Summer19","5",0
"Anafroptilum","Flooded Forest","Winter20","1",0
"Anafroptilum","Flooded Forest","Winter20","2",0
"Anafroptilum","Flooded Forest","Winter20","3",0
"Anafroptilum","Flooded Forest","Winter20","4",0
"Anafroptilum","Flooded Forest","Winter20","5",0
"Anafroptilum/Procloeon","Flooded Forest","Fall19","1",0
"Anafroptilum/Procloeon","Flooded Forest","Fall19","2",35.2588985
"Anafroptilum/Procloeon","Flooded Forest","Fall19","3",0
"Anafroptilum/Procloeon","Flooded Forest","Fall19","4",0
"Anafroptilum/Procloeon","Flooded Forest","Fall19","5",0
"Anafroptilum/Procloeon","Flooded Forest","Spring20","1",0
"Anafroptilum/Procloeon","Flooded Forest","Spring20","2",0
"Anafroptilum/Procloeon","Flooded Forest","Spring20","3",0
"Anafroptilum/Procloeon","Flooded Forest","Spring20","4",0
"Anafroptilum/Procloeon","Flooded Forest","Spring20","5",0
"Anafroptilum/Procloeon","Flooded Forest","Summer19","1",63.18838989
"Anafroptilum/Procloeon","Flooded Forest","Summer19","2",41.01305149
"Anafroptilum/Procloeon","Flooded Forest","Summer19","3",45.75375721
"Anafroptilum/Procloeon","Flooded Forest","Summer19","4",106.3479107
"Anafroptilum/Procloeon","Flooded Forest","Summer19","5",0
"Anafroptilum/Procloeon","Flooded Forest","Winter20","1",0
"Anafroptilum/Procloeon","Flooded Forest","Winter20","2",0
"Anafroptilum/Procloeon","Flooded Forest","Winter20","3",0
"Anafroptilum/Procloeon","Flooded Forest","Winter20","4",0
"Anafroptilum/Procloeon","Flooded Forest","Winter20","5",0
"Antocha","Flooded Forest","Fall19","1",0
"Antocha","Flooded Forest","Fall19","2",0
"Antocha","Flooded Forest","Fall19","3",0
"Antocha","Flooded Forest","Fall19","4",0
"Antocha","Flooded Forest","Fall19","5",0
"Antocha","Flooded Forest","Spring20","1",0
"Antocha","Flooded Forest","Spring20","2",0
"Antocha","Flooded Forest","Spring20","3",0
"Antocha","Flooded Forest","Spring20","4",0
"Antocha","Flooded Forest","Spring20","5",0
"Antocha","Flooded Forest","Summer19","1",0
"Antocha","Flooded Forest","Summer19","2",0
"Antocha","Flooded Forest","Summer19","3",0
"Antocha","Flooded Forest","Summer19","4",0
"Antocha","Flooded Forest","Summer19","5",0
"Antocha","Flooded Forest","Winter20","1",0
"Antocha","Flooded Forest","Winter20","2",0
"Antocha","Flooded Forest","Winter20","3",0
"Antocha","Flooded Forest","Winter20","4",0
"Antocha","Flooded Forest","Winter20","5",0.477206019
"Apedilum","Flooded Forest","Fall19","1",0
"Apedilum","Flooded Forest","Fall19","2",0
"Apedilum","Flooded Forest","Fall19","3",0
"Apedilum","Flooded Forest","Fall19","4",0
"Apedilum","Flooded Forest","Fall19","5",0
"Apedilum","Flooded Forest","Spring20","1",0
"Apedilum","Flooded Forest","Spring20","2",0
"Apedilum","Flooded Forest","Spring20","3",0
"Apedilum","Flooded Forest","Spring20","4",0
"Apedilum","Flooded Forest","Spring20","5",0
"Apedilum","Flooded Forest","Summer19","1",0
"Apedilum","Flooded Forest","Summer19","2",0
"Apedilum","Flooded Forest","Summer19","3",0
"Apedilum","Flooded Forest","Summer19","4",0
"Apedilum","Flooded Forest","Summer19","5",0
"Apedilum","Flooded Forest","Winter20","1",0
"Apedilum","Flooded Forest","Winter20","2",0
"Apedilum","Flooded Forest","Winter20","3",0
"Apedilum","Flooded Forest","Winter20","4",0
"Apedilum","Flooded Forest","Winter20","5",0
"Arctopsyche","Flooded Forest","Fall19","1",0
"Arctopsyche","Flooded Forest","Fall19","2",0
"Arctopsyche","Flooded Forest","Fall19","3",0
"Arctopsyche","Flooded Forest","Fall19","4",0
"Arctopsyche","Flooded Forest","Fall19","5",0
"Arctopsyche","Flooded Forest","Spring20","1",0
"Arctopsyche","Flooded Forest","Spring20","2",0
"Arctopsyche","Flooded Forest","Spring20","3",0
"Arctopsyche","Flooded Forest","Spring20","4",0
"Arctopsyche","Flooded Forest","Spring20","5",0
"Arctopsyche","Flooded Forest","Summer19","1",0
"Arctopsyche","Flooded Forest","Summer19","2",0
"Arctopsyche","Flooded Forest","Summer19","3",0
"Arctopsyche","Flooded Forest","Summer19","4",0
"Arctopsyche","Flooded Forest","Summer19","5",0
"Arctopsyche","Flooded Forest","Winter20","1",0
"Arctopsyche","Flooded Forest","Winter20","2",0
"Arctopsyche","Flooded Forest","Winter20","3",0
"Arctopsyche","Flooded Forest","Winter20","4",0
"Arctopsyche","Flooded Forest","Winter20","5",0
"Arctopsychinae","Flooded Forest","Fall19","1",0
"Arctopsychinae","Flooded Forest","Fall19","2",0
"Arctopsychinae","Flooded Forest","Fall19","3",0
"Arctopsychinae","Flooded Forest","Fall19","4",0
"Arctopsychinae","Flooded Forest","Fall19","5",0
"Arctopsychinae","Flooded Forest","Spring20","1",0
"Arctopsychinae","Flooded Forest","Spring20","2",0
"Arctopsychinae","Flooded Forest","Spring20","3",0
"Arctopsychinae","Flooded Forest","Spring20","4",0
"Arctopsychinae","Flooded Forest","Spring20","5",0
"Arctopsychinae","Flooded Forest","Summer19","1",0
"Arctopsychinae","Flooded Forest","Summer19","2",0
"Arctopsychinae","Flooded Forest","Summer19","3",0
"Arctopsychinae","Flooded Forest","Summer19","4",0
"Arctopsychinae","Flooded Forest","Summer19","5",0
"Arctopsychinae","Flooded Forest","Winter20","1",0
"Arctopsychinae","Flooded Forest","Winter20","2",0
"Arctopsychinae","Flooded Forest","Winter20","3",0
"Arctopsychinae","Flooded Forest","Winter20","4",0
"Arctopsychinae","Flooded Forest","Winter20","5",0
"Atherix","Flooded Forest","Fall19","1",0
"Atherix","Flooded Forest","Fall19","2",0
"Atherix","Flooded Forest","Fall19","3",0
"Atherix","Flooded Forest","Fall19","4",0
"Atherix","Flooded Forest","Fall19","5",0
"Atherix","Flooded Forest","Spring20","1",0
"Atherix","Flooded Forest","Spring20","2",0
"Atherix","Flooded Forest","Spring20","3",0
"Atherix","Flooded Forest","Spring20","4",0
"Atherix","Flooded Forest","Spring20","5",0
"Atherix","Flooded Forest","Summer19","1",0
"Atherix","Flooded Forest","Summer19","2",0
"Atherix","Flooded Forest","Summer19","3",0
"Atherix","Flooded Forest","Summer19","4",0
"Atherix","Flooded Forest","Summer19","5",0
"Atherix","Flooded Forest","Winter20","1",0
"Atherix","Flooded Forest","Winter20","2",0
"Atherix","Flooded Forest","Winter20","3",0
"Atherix","Flooded Forest","Winter20","4",0
"Atherix","Flooded Forest","Winter20","5",0
"Atractides","Flooded Forest","Fall19","1",0
"Atractides","Flooded Forest","Fall19","2",0
"Atractides","Flooded Forest","Fall19","3",0
"Atractides","Flooded Forest","Fall19","4",0
"Atractides","Flooded Forest","Fall19","5",0
"Atractides","Flooded Forest","Spring20","1",0.3403554
"Atractides","Flooded Forest","Spring20","2",1.76808
"Atractides","Flooded Forest","Spring20","3",0
"Atractides","Flooded Forest","Spring20","4",0
"Atractides","Flooded Forest","Spring20","5",0.5201102
"Atractides","Flooded Forest","Summer19","1",0
"Atractides","Flooded Forest","Summer19","2",0
"Atractides","Flooded Forest","Summer19","3",0
"Atractides","Flooded Forest","Summer19","4",0
"Atractides","Flooded Forest","Summer19","5",0.810069464
"Atractides","Flooded Forest","Winter20","1",0
"Atractides","Flooded Forest","Winter20","2",0
"Atractides","Flooded Forest","Winter20","3",0.169441
"Atractides","Flooded Forest","Winter20","4",0
"Atractides","Flooded Forest","Winter20","5",0
"Attenella delantala","Flooded Forest","Fall19","1",0
"Attenella delantala","Flooded Forest","Fall19","2",0
"Attenella delantala","Flooded Forest","Fall19","3",0
"Attenella delantala","Flooded Forest","Fall19","4",0
"Attenella delantala","Flooded Forest","Fall19","5",0
"Attenella delantala","Flooded Forest","Spring20","1",0
"Attenella delantala","Flooded Forest","Spring20","2",0
"Attenella delantala","Flooded Forest","Spring20","3",0
"Attenella delantala","Flooded Forest","Spring20","4",0
"Attenella delantala","Flooded Forest","Spring20","5",0
"Attenella delantala","Flooded Forest","Summer19","1",0
"Attenella delantala","Flooded Forest","Summer19","2",0
"Attenella delantala","Flooded Forest","Summer19","3",0
"Attenella delantala","Flooded Forest","Summer19","4",0
"Attenella delantala","Flooded Forest","Summer19","5",0
"Attenella delantala","Flooded Forest","Winter20","1",3.664985955
"Attenella delantala","Flooded Forest","Winter20","2",5.715871806
"Attenella delantala","Flooded Forest","Winter20","3",0
"Attenella delantala","Flooded Forest","Winter20","4",0
"Attenella delantala","Flooded Forest","Winter20","5",0
"Attenella margarita","Flooded Forest","Fall19","1",0
"Attenella margarita","Flooded Forest","Fall19","2",0
"Attenella margarita","Flooded Forest","Fall19","3",0
"Attenella margarita","Flooded Forest","Fall19","4",0
"Attenella margarita","Flooded Forest","Fall19","5",0
"Attenella margarita","Flooded Forest","Spring20","1",0
"Attenella margarita","Flooded Forest","Spring20","2",0
"Attenella margarita","Flooded Forest","Spring20","3",0
"Attenella margarita","Flooded Forest","Spring20","4",0
"Attenella margarita","Flooded Forest","Spring20","5",0
"Attenella margarita","Flooded Forest","Summer19","1",0
"Attenella margarita","Flooded Forest","Summer19","2",60.15023856
"Attenella margarita","Flooded Forest","Summer19","3",21.66038612
"Attenella margarita","Flooded Forest","Summer19","4",77.20442408
"Attenella margarita","Flooded Forest","Summer19","5",2.96613858
"Attenella margarita","Flooded Forest","Winter20","1",0
"Attenella margarita","Flooded Forest","Winter20","2",0
"Attenella margarita","Flooded Forest","Winter20","3",0
"Attenella margarita","Flooded Forest","Winter20","4",0
"Attenella margarita","Flooded Forest","Winter20","5",0
"Baetis alius","Flooded Forest","Fall19","1",0
"Baetis alius","Flooded Forest","Fall19","2",0
"Baetis alius","Flooded Forest","Fall19","3",0
"Baetis alius","Flooded Forest","Fall19","4",0
"Baetis alius","Flooded Forest","Fall19","5",0
"Baetis alius","Flooded Forest","Spring20","1",0
"Baetis alius","Flooded Forest","Spring20","2",0.058936
"Baetis alius","Flooded Forest","Spring20","3",0
"Baetis alius","Flooded Forest","Spring20","4",0
"Baetis alius","Flooded Forest","Spring20","5",0
"Baetis alius","Flooded Forest","Summer19","1",163.0818966
"Baetis alius","Flooded Forest","Summer19","2",236.9600154
"Baetis alius","Flooded Forest","Summer19","3",46.74604387
"Baetis alius","Flooded Forest","Summer19","4",0.398483745
"Baetis alius","Flooded Forest","Summer19","5",11.48806187
"Baetis alius","Flooded Forest","Winter20","1",0
"Baetis alius","Flooded Forest","Winter20","2",0
"Baetis alius","Flooded Forest","Winter20","3",0
"Baetis alius","Flooded Forest","Winter20","4",0
"Baetis alius","Flooded Forest","Winter20","5",0
"Baetis flavistriga","Flooded Forest","Fall19","1",0
"Baetis flavistriga","Flooded Forest","Fall19","2",0
"Baetis flavistriga","Flooded Forest","Fall19","3",0
"Baetis flavistriga","Flooded Forest","Fall19","4",0
"Baetis flavistriga","Flooded Forest","Fall19","5",0
"Baetis flavistriga","Flooded Forest","Spring20","1",0
"Baetis flavistriga","Flooded Forest","Spring20","2",0
"Baetis flavistriga","Flooded Forest","Spring20","3",0
"Baetis flavistriga","Flooded Forest","Spring20","4",0
"Baetis flavistriga","Flooded Forest","Spring20","5",0
"Baetis flavistriga","Flooded Forest","Summer19","1",0
"Baetis flavistriga","Flooded Forest","Summer19","2",0
"Baetis flavistriga","Flooded Forest","Summer19","3",0
"Baetis flavistriga","Flooded Forest","Summer19","4",0
"Baetis flavistriga","Flooded Forest","Summer19","5",0
"Baetis flavistriga","Flooded Forest","Winter20","1",0
"Baetis flavistriga","Flooded Forest","Winter20","2",0
"Baetis flavistriga","Flooded Forest","Winter20","3",0
"Baetis flavistriga","Flooded Forest","Winter20","4",0
"Baetis flavistriga","Flooded Forest","Winter20","5",0
"Baetis tricaudatus complex","Flooded Forest","Fall19","1",190.8794413
"Baetis tricaudatus complex","Flooded Forest","Fall19","2",0
"Baetis tricaudatus complex","Flooded Forest","Fall19","3",0
"Baetis tricaudatus complex","Flooded Forest","Fall19","4",0
"Baetis tricaudatus complex","Flooded Forest","Fall19","5",0
"Baetis tricaudatus complex","Flooded Forest","Spring20","1",23.13678998
"Baetis tricaudatus complex","Flooded Forest","Spring20","2",159.6482988
"Baetis tricaudatus complex","Flooded Forest","Spring20","3",22.56663217
"Baetis tricaudatus complex","Flooded Forest","Spring20","4",44.99049735
"Baetis tricaudatus complex","Flooded Forest","Spring20","5",13.00603142
"Baetis tricaudatus complex","Flooded Forest","Summer19","1",22.87126393
"Baetis tricaudatus complex","Flooded Forest","Summer19","2",4.382606762
"Baetis tricaudatus complex","Flooded Forest","Summer19","3",0
"Baetis tricaudatus complex","Flooded Forest","Summer19","4",0.398483745
"Baetis tricaudatus complex","Flooded Forest","Summer19","5",0.029468
"Baetis tricaudatus complex","Flooded Forest","Winter20","1",35.69489063
"Baetis tricaudatus complex","Flooded Forest","Winter20","2",35.19286527
"Baetis tricaudatus complex","Flooded Forest","Winter20","3",24.83671659
"Baetis tricaudatus complex","Flooded Forest","Winter20","4",11.97191972
"Baetis tricaudatus complex","Flooded Forest","Winter20","5",157.7496942
"Bittacomorpha","Flooded Forest","Fall19","1",0
"Bittacomorpha","Flooded Forest","Fall19","2",0
"Bittacomorpha","Flooded Forest","Fall19","3",0
"Bittacomorpha","Flooded Forest","Fall19","4",0
"Bittacomorpha","Flooded Forest","Fall19","5",0
"Bittacomorpha","Flooded Forest","Spring20","1",0
"Bittacomorpha","Flooded Forest","Spring20","2",0
"Bittacomorpha","Flooded Forest","Spring20","3",0
"Bittacomorpha","Flooded Forest","Spring20","4",0
"Bittacomorpha","Flooded Forest","Spring20","5",0
"Bittacomorpha","Flooded Forest","Summer19","1",0
"Bittacomorpha","Flooded Forest","Summer19","2",0
"Bittacomorpha","Flooded Forest","Summer19","3",0
"Bittacomorpha","Flooded Forest","Summer19","4",0
"Bittacomorpha","Flooded Forest","Summer19","5",0
"Bittacomorpha","Flooded Forest","Winter20","1",0
"Bittacomorpha","Flooded Forest","Winter20","2",0
"Bittacomorpha","Flooded Forest","Winter20","3",87.44800089
"Bittacomorpha","Flooded Forest","Winter20","4",0
"Bittacomorpha","Flooded Forest","Winter20","5",0
"Blephariceridae","Flooded Forest","Fall19","1",0
"Blephariceridae","Flooded Forest","Fall19","2",0
"Blephariceridae","Flooded Forest","Fall19","3",0
"Blephariceridae","Flooded Forest","Fall19","4",0
"Blephariceridae","Flooded Forest","Fall19","5",0
"Blephariceridae","Flooded Forest","Spring20","1",0
"Blephariceridae","Flooded Forest","Spring20","2",0
"Blephariceridae","Flooded Forest","Spring20","3",0
"Blephariceridae","Flooded Forest","Spring20","4",0
"Blephariceridae","Flooded Forest","Spring20","5",0
"Blephariceridae","Flooded Forest","Summer19","1",0
"Blephariceridae","Flooded Forest","Summer19","2",0
"Blephariceridae","Flooded Forest","Summer19","3",0
"Blephariceridae","Flooded Forest","Summer19","4",0
"Blephariceridae","Flooded Forest","Summer19","5",0
"Blephariceridae","Flooded Forest","Winter20","1",0
"Blephariceridae","Flooded Forest","Winter20","2",0
"Blephariceridae","Flooded Forest","Winter20","3",0
"Blephariceridae","Flooded Forest","Winter20","4",0
"Blephariceridae","Flooded Forest","Winter20","5",0
"Boreochlus","Flooded Forest","Fall19","1",0
"Boreochlus","Flooded Forest","Fall19","2",0
"Boreochlus","Flooded Forest","Fall19","3",0
"Boreochlus","Flooded Forest","Fall19","4",0
"Boreochlus","Flooded Forest","Fall19","5",0
"Boreochlus","Flooded Forest","Spring20","1",0
"Boreochlus","Flooded Forest","Spring20","2",0
"Boreochlus","Flooded Forest","Spring20","3",0
"Boreochlus","Flooded Forest","Spring20","4",0
"Boreochlus","Flooded Forest","Spring20","5",0.979293108
"Boreochlus","Flooded Forest","Summer19","1",0
"Boreochlus","Flooded Forest","Summer19","2",0
"Boreochlus","Flooded Forest","Summer19","3",0
"Boreochlus","Flooded Forest","Summer19","4",0
"Boreochlus","Flooded Forest","Summer19","5",0
"Boreochlus","Flooded Forest","Winter20","1",0
"Boreochlus","Flooded Forest","Winter20","2",0
"Boreochlus","Flooded Forest","Winter20","3",0
"Boreochlus","Flooded Forest","Winter20","4",0
"Boreochlus","Flooded Forest","Winter20","5",0
"Brachycentrus americanus","Flooded Forest","Fall19","1",6.918966545
"Brachycentrus americanus","Flooded Forest","Fall19","2",0
"Brachycentrus americanus","Flooded Forest","Fall19","3",0
"Brachycentrus americanus","Flooded Forest","Fall19","4",0
"Brachycentrus americanus","Flooded Forest","Fall19","5",0
"Brachycentrus americanus","Flooded Forest","Spring20","1",1.89884421
"Brachycentrus americanus","Flooded Forest","Spring20","2",33.65053452
"Brachycentrus americanus","Flooded Forest","Spring20","3",0
"Brachycentrus americanus","Flooded Forest","Spring20","4",0
"Brachycentrus americanus","Flooded Forest","Spring20","5",0
"Brachycentrus americanus","Flooded Forest","Summer19","1",0
"Brachycentrus americanus","Flooded Forest","Summer19","2",0
"Brachycentrus americanus","Flooded Forest","Summer19","3",0
"Brachycentrus americanus","Flooded Forest","Summer19","4",0
"Brachycentrus americanus","Flooded Forest","Summer19","5",0
"Brachycentrus americanus","Flooded Forest","Winter20","1",9.795187734
